月份,固定资产投资完成额_累计值,固定资产投资完成额_累计增长,建筑安装工程固定资产投资完成额_累计值,建筑安装工程固定资产投资完成额_累计增长,设备工器具购置固定资产投资完成额_累计值,设备工器具购置固定资产投资完成额_累计增长,其他费用固定资产投资完成额_累计值,其他费用固定资产投资完成额_累计增长,地区
201405,1914.7997,5.6,1240.2465,6.0,196.9753,-6.0,477.5779,10.1,上海市
201406,2403.5328,3.8,1556.4077,7.3,249.9783,-7.8,597.1468,0.4,上海市
201407,2907.7515,4.0,1855.4459,7.3,312.6567,-12.9,739.6489,4.7,上海市
201408,3381.2909,3.9,2105.9865,4.3,351.0367,-12.7,924.2677,10.9,上海市
201409,3914.3189,4.3,2426.0865,5.2,395.7103,-12.8,1092.5221,9.8,上海市
201410,4512.2732,4.9,2786.9678,6.4,434.9339,-18.0,1290.3715,12.2,上海市
201411,5231.3672,6.7,3182.1284,7.1,514.2844,-19.1,1534.9544,18.3,上海市
201412,6012.966,6.5,3709.7954,7.9,624.8256,-20.7,1678.345,18.2,上海市
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201502,675.0884,2.1,519.0583,11.3,54.8257,-18.8,101.2044,-20.6,上海市
201503,1099.0283,3.2,786.1726,9.9,96.7244,-8.5,216.1313,-11.4,上海市
201504,1523.7092,5.8,1061.7743,11.5,124.9454,-15.7,336.9895,-0.8,上海市
201505,2015.906,5.3,1337.2867,7.8,159.4992,-19.0,519.1201,8.7,上海市
201506,2605.5176,8.4,1670.3287,7.3,220.3161,-11.9,714.8728,19.7,上海市
201507,3161.4557,8.7,1959.3165,5.6,308.6328,-1.3,893.5064,20.8,上海市
201508,3616.3224,7.0,2200.6267,4.5,378.6236,7.9,1037.0721,12.2,上海市
201509,4153.6048,6.1,2538.2193,4.6,448.838,13.4,1166.5475,6.8,上海市
201510,4768.4396,5.7,2846.0746,2.1,527.1834,21.2,1395.1816,8.1,上海市
201511,5470.3586,4.6,3266.8938,2.7,577.499,12.3,1625.9658,5.9,上海市
201512,6349.3886,5.6,3784.9056,2.0,760.8576,21.8,1803.6254,7.5,上海市
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201602,719.9589,6.6,518.7916,-0.1,39.4533,-28.0,161.714,59.8,上海市
201603,1190.8158,8.4,805.1124,2.4,71.5577,-26.0,314.1457,45.3,上海市
201604,1650.2975,8.3,1087.5852,2.4,107.0189,-14.3,455.6934,35.2,上海市
201605,2177.0657,8.0,1371.6533,2.6,161.4385,1.2,643.9739,24.1,上海市
201606,2810.5327,7.9,1714.928,2.7,259.6742,17.9,835.9305,16.9,上海市
201607,3374.8522,6.7,2003.1145,2.2,393.7107,27.6,978.027,9.5,上海市
201608,3840.5162,6.2,2273.668,3.3,424.7959,12.2,1142.0523,10.1,上海市
201609,4418.4333,6.4,2601.7094,2.5,475.4397,5.9,1341.2842,15.0,上海市
201610,5080.8229,6.6,2950.7155,3.7,588.6136,11.7,1541.4938,10.5,上海市
201611,5770.377,5.5,3328.9706,1.9,680.305,17.8,1761.1014,8.3,上海市
201612,6751.6768,6.3,3864.9148,2.1,823.8891,8.3,2062.8729,14.4,上海市
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201702,794.7157,10.4,525.2693,1.2,59.9583,52.0,209.4881,29.5,上海市
201703,1315.8999,10.5,760.4994,-5.5,96.1145,34.3,459.286,46.2,上海市
201704,1780.0057,7.9,1008.7808,-7.2,131.9612,23.3,639.2637,40.3,上海市
201705,2343.6969,7.7,1325.9219,-3.3,173.8316,7.7,843.9434,31.1,上海市
201706,2989.9078,6.4,1675.4532,-2.3,252.379,-2.8,1062.0756,27.1,上海市
201707,3532.6454,4.7,1965.3679,-1.9,337.59,-14.3,1229.6875,25.7,上海市
201708,4065.9691,5.9,2306.7174,1.5,393.0571,-7.5,1366.1946,19.6,上海市
201709,4702.981,6.4,2626.6003,1.0,471.2564,-0.9,1605.1243,19.7,上海市
201710,5425.6644,6.8,2998.5415,1.6,598.3728,1.7,1828.7501,18.6,上海市
201711,6166.4311,6.9,3423.7249,2.8,667.339,-1.9,2075.3672,17.8,上海市
201712,7240.9479,7.2,3960.0256,2.5,885.1698,7.4,2395.7525,16.1,上海市
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201802,0.0,10.2,0.0,7.6,0.0,4.4,0.0,18.3,上海市
201803,0.0,7.7,0.0,8.3,0.0,53.1,0.0,-2.7,上海市
201804,0.0,8.0,0.0,5.2,0.0,66.4,0.0,0.2,上海市
201805,0.0,7.1,0.0,0.2,0.0,99.4,0.0,-1.3,上海市
201806,0.0,6.0,0.0,0.3,0.0,65.5,0.0,0.9,上海市
201807,0.0,6.6,0.0,1.2,0.0,45.5,0.0,4.5,上海市
201808,0.0,6.8,0.0,-1.2,0.0,43.0,0.0,9.9,上海市
201809,0.0,6.9,0.0,-0.7,0.0,43.4,0.0,8.5,上海市
201810,0.0,6.0,0.0,-2.2,0.0,39.1,0.0,8.6,上海市
201811,0.0,5.4,0.0,-4.0,0.0,45.6,0.0,8.1,上海市
201812,0.0,5.2,0.0,-3.0,0.0,36.3,0.0,7.3,上海市
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
200802,1225.8798,24.1,731.5045,25.9,275.0879,7.9,219.2874,44.5,江苏省
200803,2212.1595,23.8,1302.5789,23.9,534.3518,19.9,375.2288,29.4,江苏省
200804,2989.8201,21.8,1768.7706,20.4,699.6208,18.2,521.4287,32.6,江苏省
200805,3833.4359,22.3,2281.5403,20.9,877.8467,20.5,674.0489,29.6,江苏省
200806,4732.589,22.4,2788.7428,21.0,1083.4094,23.5,860.4368,25.9,江苏省
200807,5901.0459,22.5,3421.8261,21.6,1447.2185,28.6,1032.0013,17.7,江苏省
200808,6806.0586,23.8,3935.4087,22.3,1694.1391,30.6,1176.5108,19.6,江苏省
200809,7822.6696,23.9,4519.4342,22.6,1961.7841,31.1,1341.4513,18.8,江苏省
200810,8920.4398,24.1,5129.3657,22.9,2291.736,32.6,1499.3381,16.8,江苏省
200811,10026.8688,24.4,5748.6192,23.5,2628.644,32.7,1649.6056,15.9,江苏省
200812,11370.8472,24.1,6497.1277,23.8,2997.4251,31.8,1876.2944,14.5,江苏省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
200902,1482.19,20.9,883.69,20.8,368.33,33.9,230.18,5.0,江苏省
200903,2733.9935,23.6,1630.4054,25.2,671.8953,25.7,431.6928,15.0,江苏省
200904,3731.9352,24.8,2214.6574,25.2,940.3773,34.4,576.9005,10.6,江苏省
200905,4789.6634,24.9,2864.347,25.5,1188.7028,35.4,736.6136,9.3,江苏省
200906,5926.5118,25.2,3529.9352,26.6,1481.0694,36.7,915.5072,6.4,江苏省
200907,7383.7894,25.1,4334.0935,26.7,1922.7242,32.9,1126.9717,9.2,江苏省
200908,8503.5184,24.9,5000.8556,27.1,2173.8395,28.3,1328.8233,12.9,江苏省
200909,9775.8879,25.0,5739.3464,27.0,2523.6729,28.6,1512.8686,12.8,江苏省
200910,11149.5327,25.0,6491.0581,26.5,2924.6368,27.6,1733.8378,15.6,江苏省
200911,12557.537,25.2,7274.7512,26.5,3318.9803,26.3,1963.8055,19.0,江苏省
200912,14266.8816,22.9,8203.8156,23.6,3853.0287,28.8,2210.0373,11.6,江苏省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201002,1855.495,25.2,1105.1225,25.1,428.3129,16.3,322.0596,39.9,江苏省
201003,3411.957,24.8,2014.6493,23.6,799.9722,19.1,597.3355,38.4,江苏省
201004,4569.8116,22.9,2693.9004,21.6,1060.3171,12.8,815.5941,41.4,江苏省
201005,5895.6641,23.1,3477.8213,21.4,1360.708,14.5,1057.1348,43.5,江苏省
201006,7290.625,23.0,4217.6199,19.5,1708.6063,15.4,1364.3988,49.0,江苏省
201007,9077.8121,22.9,5214.3652,20.3,2192.0521,14.0,1671.3948,48.3,江苏省
201008,10436.381,22.7,5996.7042,19.9,2549.8705,17.3,1889.8063,42.2,江苏省
201009,11969.3371,22.6,6846.3894,19.3,2980.6329,18.1,2142.3148,41.6,江苏省
201010,13630.1335,22.2,7690.3622,18.5,3513.3707,20.1,2426.4006,39.9,江苏省
201011,15337.181,22.1,8653.1222,18.9,3992.5723,20.3,2691.4865,37.1,江苏省
201012,17418.9389,22.1,9801.3439,19.4,4613.156,19.6,3004.439,36.3,江苏省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201102,2921.605,24.5,1681.5407,25.2,813.5891,29.9,426.4752,13.3,江苏省
201103,5469.5725,23.1,3090.9479,22.6,1512.8019,25.3,865.8227,21.0,江苏省
201104,7647.6609,23.5,4328.453,24.4,2149.0168,25.0,1170.1911,17.6,江苏省
201105,9933.4193,23.9,5609.0629,24.7,2808.3473,25.7,1516.0091,18.1,江苏省
201106,11831.2608,23.9,6659.8379,24.7,3360.9551,24.9,1810.4678,13.3,江苏省
201107,14275.6985,22.8,8065.9197,25.3,4087.8828,22.2,2121.896,10.0,江苏省
201108,16354.4224,22.3,9234.2262,24.8,4724.5061,21.7,2395.6901,10.0,江苏省
201109,18619.4311,22.3,10424.7502,23.8,5486.0445,22.7,2708.6364,10.3,江苏省
201110,21035.6347,22.2,11743.6299,24.7,6297.6939,23.2,2994.3109,8.2,江苏省
201111,23514.9187,22.0,13077.7522,24.1,7147.5179,24.7,3289.6486,7.1,江苏省
201112,26299.3987,21.5,14561.6621,23.4,8112.1441,26.0,3625.5925,6.6,江苏省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201202,3584.0746,22.7,2089.1359,24.2,1007.035,23.8,487.9037,14.4,江苏省
201203,6531.3654,22.0,3775.4214,22.1,1855.0958,22.6,900.8482,4.0,江苏省
201204,9113.8017,21.1,5268.4844,21.7,2656.5194,23.6,1188.7979,1.6,江苏省
201205,11774.5327,20.5,6819.0981,21.6,3419.6837,21.8,1535.7509,1.3,江苏省
201206,13770.8688,20.6,7952.2276,23.2,3953.833,17.6,1864.8082,3.0,江苏省
201207,16484.869,20.7,9539.4219,23.2,4742.54,16.0,2202.9071,3.8,江苏省
201208,18723.837,20.6,10754.5728,23.1,5434.9257,15.0,2534.3385,5.8,江苏省
201209,21251.2782,20.6,12166.7994,26.7,6239.1255,13.7,2845.3533,5.0,江苏省
201210,24266.813,20.6,13863.3363,22.0,7210.5231,14.5,3192.9536,6.6,江苏省
201211,27352.3125,20.6,15563.3657,21.0,8233.2673,15.2,3555.6795,8.1,江苏省
201212,30427.2486,20.5,16929.9279,16.2,9479.8715,22.0,4017.4492,10.6,江苏省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201302,4255.8157,20.1,2545.1407,21.8,1235.9065,22.7,474.7685,-2.7,江苏省
201303,7489.3442,20.0,4417.5447,21.5,2164.2407,19.7,907.5588,0.7,江苏省
201304,10396.2742,20.0,6114.3909,21.2,3016.1375,13.5,1265.7458,6.5,江苏省
201305,13457.243,20.1,7892.4748,20.2,3881.0097,19.8,1683.7585,9.6,江苏省
201306,15737.0096,20.1,9192.051,20.5,4460.6846,12.8,2084.274,11.8,江苏省
201307,18989.1235,20.0,11127.9661,20.4,5416.313,14.2,2444.8444,11.0,江苏省
201308,21924.676,20.0,12810.545,22.1,6303.3903,16.0,2810.7407,10.9,江苏省
201309,25110.832,20.0,14525.5451,21.8,7345.1559,17.7,3240.131,13.9,江苏省
201310,28933.6722,20.1,16793.0584,21.1,8565.8799,18.8,3574.7339,12.0,江苏省
201311,32323.6527,19.9,18733.0792,20.4,9631.9699,17.0,3958.6036,11.3,江苏省
201312,35982.9995,19.6,20805.8928,19.8,10911.1243,19.5,4265.9824,7.2,江苏省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201402,4909.7389,17.7,3029.3974,19.0,1391.2061,18.0,489.1354,3.0,江苏省
201403,8636.0511,17.5,5296.2836,19.9,2441.1721,12.8,898.5954,-1.0,江苏省
201404,12185.8868,17.2,7437.0277,21.6,3457.1789,14.6,1291.6802,2.0,江苏省
201405,15771.8035,17.2,9672.7051,22.6,4384.4163,13.0,1714.6821,1.8,江苏省
201406,18447.0092,17.2,11344.9223,23.4,4994.8326,12.0,2107.2543,1.1,江苏省
201407,22197.8996,16.9,13612.3675,22.3,6062.3236,11.9,2523.2085,3.2,江苏省
201408,25524.8196,16.4,15460.5369,20.7,7130.45,13.1,2933.8327,4.4,江苏省
201409,29130.8712,16.0,17542.1008,20.8,8227.6484,12.0,3361.122,3.7,江苏省
201410,33489.8737,15.7,20098.4756,19.7,9608.3728,12.2,3783.0253,5.8,江苏省
201411,37377.9647,15.6,22296.4122,19.0,10902.5117,13.2,4179.0408,5.6,江苏省
201412,41552.7517,15.5,24683.5824,18.5,12329.7432,13.1,4539.4261,6.6,江苏省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201502,5449.0891,11.0,3374.0735,11.4,1564.0139,12.4,511.0017,4.5,江苏省
201503,9631.809,11.5,5914.8807,11.7,2792.1252,14.4,924.8031,2.9,江苏省
201504,13493.9181,11.2,8272.141,11.2,3895.4398,12.7,1326.3373,2.7,江苏省
201505,17426.7535,10.9,10677.9239,10.4,5038.971,14.9,1709.8586,-0.3,江苏省
201506,20466.0313,10.9,12611.3379,11.2,5804.837,16.2,2049.8564,-2.7,江苏省
201507,24612.4049,10.9,15077.5803,10.8,7135.4148,17.7,2399.4098,-4.9,江苏省
201508,28219.3071,10.6,17263.5997,11.7,8254.6029,15.8,2701.1045,-7.9,江苏省
201509,32178.427,10.5,19494.4889,11.1,9564.4676,16.2,3119.4705,-7.2,江苏省
201510,36962.5649,10.4,22305.3017,11.0,11182.209,16.4,3475.0542,-8.1,江苏省
201511,41307.3408,10.5,24872.737,11.6,12661.548,16.1,3773.0558,-9.7,江苏省
201512,45905.1694,10.5,27570.9031,11.7,14225.156,15.4,4109.1103,-9.5,江苏省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201602,5940.5687,9.0,3830.6219,13.5,1508.8309,-3.5,601.1159,17.6,江苏省
201603,10515.2414,9.3,6540.7098,10.6,2827.261,1.3,1147.2706,24.1,江苏省
201604,14776.363,9.5,9046.6729,9.4,4197.1422,7.7,1532.5479,15.5,江苏省
201605,19099.5537,9.6,11574.1674,8.4,5523.2474,9.6,2002.1389,17.1,江苏省
201606,22452.3009,9.7,13537.8008,7.3,6383.8623,10.0,2530.6378,23.5,江苏省
201607,26961.0219,9.5,16090.3057,6.7,7950.6154,11.4,2920.1008,21.7,江苏省
201608,30760.5262,9.0,18290.6586,5.9,9178.3947,11.2,3291.4729,21.9,江苏省
201609,34897.9709,8.5,20694.9484,6.2,10460.861,9.4,3742.1615,20.0,江苏省
201610,39904.6114,8.0,23664.7011,6.1,12072.8581,8.0,4167.0522,19.9,江苏省
201611,44540.2584,7.8,26202.3992,5.3,13725.4314,8.4,4612.4278,22.2,江苏省
201612,49370.8521,7.5,28989.3463,5.1,15368.5672,8.0,5012.9386,22.0,江苏省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201702,6171.7111,5.1,3742.8794,0.9,1813.5199,20.2,615.3118,2.4,江苏省
201703,11178.733,6.5,6623.8622,1.3,3324.7681,17.6,1230.1027,7.2,江苏省
201704,15706.0585,6.7,9305.5402,2.9,4634.6558,10.4,1765.8625,15.2,江苏省
201705,20410.94,6.9,11812.2791,2.1,6268.6499,13.5,2330.011,16.4,江苏省
201706,24117.213,7.4,13934.4551,2.9,7293.3912,14.2,2889.3667,14.2,江苏省
201707,29000.5681,7.6,16698.7789,3.8,8868.125,11.5,3433.6642,17.6,江苏省
201708,33084.0593,7.6,19072.2275,4.3,10136.7093,10.4,3875.1225,17.7,江苏省
201709,37498.1503,7.5,21577.3949,4.3,11518.9324,10.1,4401.823,17.6,江苏省
201710,42646.5381,7.2,24436.0163,3.3,13320.6869,10.3,4889.8349,17.3,江苏省
201711,47759.8104,7.2,27368.9283,4.5,15071.1659,9.8,5319.7162,15.3,江苏省
201712,53000.2139,7.5,30261.0463,4.4,16915.2808,10.1,5823.8868,16.2,江苏省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201802,0.0,3.7,0.0,5.9,0.0,-5.4,0.0,12.2,江苏省
201803,0.0,3.9,0.0,2.8,0.0,-0.5,0.0,18.5,江苏省
201804,0.0,4.9,0.0,2.7,0.0,2.8,0.0,20.0,江苏省
201805,0.0,4.7,0.0,3.0,0.0,-0.3,0.0,23.4,江苏省
201806,0.0,5.3,0.0,4.0,0.0,-0.2,0.0,22.0,江苏省
201807,0.0,5.4,0.0,5.0,0.0,0.7,0.0,24.1,江苏省
201808,0.0,5.5,0.0,4.2,0.0,-0.3,0.0,22.7,江苏省
201809,0.0,5.6,0.0,4.1,0.0,-0.5,0.0,23.3,江苏省
201810,0.0,5.6,0.0,4.1,0.0,-0.8,0.0,24.3,江苏省
201811,0.0,5.6,0.0,3.3,0.0,0.0,0.0,26.5,江苏省
201812,0.0,5.5,0.0,3.8,0.0,-0.7,0.0,24.1,江苏省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200802,569.4708,15.2,354.8432,9.0,74.9444,32.5,139.6832,24.6,浙江省
200803,1060.2975,13.4,643.5256,13.7,160.8936,19.7,255.8783,9.0,浙江省
200804,1526.5845,14.5,918.5728,16.1,242.2542,19.2,365.7575,8.0,浙江省
200805,2058.4763,17.2,1223.4795,17.3,342.3584,21.9,492.6384,13.7,浙江省
200806,2726.3729,18.3,1576.2706,16.7,486.0193,26.1,664.083,16.6,浙江省
200807,3276.8924,18.1,1880.6696,16.0,583.5362,20.8,812.6866,21.0,浙江省
200808,3828.7188,17.4,2210.1311,16.3,676.6484,20.1,941.9393,18.1,浙江省
200809,4423.4222,16.1,2542.7245,15.6,787.6013,18.4,1093.0964,15.4,浙江省
200810,5013.453,14.2,2889.2407,15.0,892.3287,14.2,1231.8836,12.3,浙江省
200811,5607.7888,11.6,3243.1054,13.0,991.4888,10.1,1373.1946,9.5,浙江省
200812,6519.1057,8.7,3738.6993,10.7,1152.3559,8.0,1628.0505,4.8,浙江省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200902,629.67,10.6,403.04,13.6,77.68,3.6,148.95,6.6,浙江省
200903,1188.7963,12.1,720.9667,12.0,174.9182,8.7,292.9114,14.5,浙江省
200904,1714.1207,12.3,1015.7264,10.6,260.8202,7.7,437.5741,19.6,浙江省
200905,2326.1416,13.0,1363.8704,11.5,368.8374,7.7,593.4338,20.5,浙江省
200906,3083.9257,13.1,1794.1778,13.8,495.3469,1.9,794.401,19.6,浙江省
200907,3717.0216,13.4,2164.8901,15.1,608.3273,4.2,943.8042,16.1,浙江省
200908,4357.637,13.8,2528.2539,14.4,718.6593,6.2,1110.7238,17.9,浙江省
200909,5028.1079,13.7,2928.8322,15.2,830.2475,5.4,1269.0282,16.1,浙江省
200910,5767.1321,15.0,3364.8846,16.5,955.97,7.1,1446.2775,17.4,浙江省
200911,6489.8866,15.7,3796.1778,17.1,1074.0921,8.3,1619.6167,17.9,浙江省
200912,7453.6399,13.8,4357.028,15.7,1239.3685,7.0,1857.2434,14.2,浙江省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201002,735.4949,16.8,514.261,27.6,86.3644,11.2,134.8695,-9.5,浙江省
201003,1402.3958,18.0,887.1386,23.0,185.0115,5.8,330.2457,12.7,浙江省
201004,2001.8354,16.8,1218.6707,20.0,264.359,1.4,518.8057,18.6,浙江省
201005,2679.719,15.2,1599.6622,17.3,362.3653,-1.8,717.6915,20.9,浙江省
201006,3520.163,14.1,2064.4542,15.1,498.6999,0.7,957.0089,20.5,浙江省
201007,4174.1244,12.3,2460.5932,13.7,590.7583,-2.9,1122.7729,19.0,浙江省
201008,4927.0378,13.1,2888.0359,14.2,692.1729,-3.7,1346.829,21.3,浙江省
201009,5732.6172,14.0,3365.1723,14.9,803.1732,-3.3,1564.2717,23.3,浙江省
201010,6544.3973,13.5,3817.3227,13.4,926.3502,-3.1,1800.7244,24.5,浙江省
201011,7452.7663,14.8,4317.5506,13.7,1072.5083,-0.1,2062.7074,27.4,浙江省
201012,8525.4454,14.4,4961.3197,13.9,1223.157,-1.3,2340.9687,26.0,浙江省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201102,1230.9795,29.1,798.2817,26.4,190.5719,28.1,242.1259,40.0,浙江省
201103,2368.2096,26.6,1446.6637,26.5,439.6414,29.8,481.9045,24.2,浙江省
201104,3445.4314,27.1,2048.7287,27.8,635.8631,26.3,760.8396,25.7,浙江省
201105,4528.8952,23.9,2646.772,24.6,837.608,20.5,1044.5152,25.1,浙江省
201106,5986.7642,23.0,3438.9222,24.1,1137.0903,16.1,1410.7517,26.3,浙江省
201107,7068.1343,22.9,4064.3133,23.7,1356.584,17.0,1647.237,26.2,浙江省
201108,8250.773,22.0,4713.5995,22.5,1567.3933,16.2,1969.7802,25.9,浙江省
201109,9629.2913,22.0,5525.5937,22.4,1796.0151,14.6,2307.6825,27.7,浙江省
201110,10943.9529,21.5,6300.8119,22.9,2031.9981,12.8,2611.1429,25.7,浙江省
201111,12286.2229,20.2,7106.3634,22.6,2222.898,8.5,2956.9615,24.4,浙江省
201112,13651.4826,19.2,7997.6054,22.6,2411.6,6.6,3242.2772,21.7,浙江省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201202,1409.2796,14.5,855.5022,7.2,203.6339,6.9,350.1435,44.6,浙江省
201203,2738.1342,15.6,1569.2584,8.5,431.1002,-1.9,737.7756,53.1,浙江省
201204,4017.7463,17.8,2314.1235,13.0,663.7326,4.4,1039.8902,36.7,浙江省
201205,5462.0426,20.6,3137.5274,18.5,909.7769,8.6,1414.7383,35.4,浙江省
201206,7368.0595,23.9,4179.0811,21.5,1264.8145,11.2,1924.1639,36.4,浙江省
201207,8753.4321,24.6,4934.9417,21.4,1503.8993,10.9,2314.5911,40.5,浙江省
201208,10199.2245,23.8,5736.2009,21.7,1767.0966,12.7,2695.927,36.9,浙江省
201209,11844.4861,23.5,6690.5859,21.1,2004.3043,11.6,3149.5959,36.5,浙江省
201210,13464.7659,22.8,7597.7779,20.6,2277.5383,12.1,3589.4497,37.5,浙江省
201211,15198.8608,21.8,8615.3119,21.2,2570.1613,15.6,4013.3876,35.7,浙江省
201212,17000.9606,21.6,9736.7372,22.3,2848.0593,19.3,4416.1641,33.7,浙江省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201302,1729.7605,22.7,1081.544,26.4,236.5345,16.2,411.682,17.6,浙江省
201303,3545.8048,22.8,2106.1943,30.5,556.5427,13.3,883.0678,12.8,浙江省
201304,5027.3895,22.1,2995.7201,28.3,806.3095,16.2,1225.3599,12.4,浙江省
201305,6778.4411,21.9,4024.3697,24.3,1093.2638,20.2,1660.8076,17.4,浙江省
201306,9233.8198,22.0,5370.4581,22.6,1510.1862,19.4,2353.1755,22.3,浙江省
201307,11002.4983,21.5,6362.0144,21.5,1835.5198,22.1,2804.9641,21.2,浙江省
201308,12708.6043,21.0,7324.6371,21.6,2127.6097,20.4,3256.3575,20.8,浙江省
201309,14770.4646,21.1,8497.2947,25.1,2470.7987,13.1,3802.3712,18.1,浙江省
201310,16570.3514,19.7,9521.5547,22.9,2798.1757,14.8,4250.621,16.2,浙江省
201311,18312.2904,18.9,10542.399,21.0,3091.7855,15.8,4678.1059,16.6,浙江省
201312,20189.0713,18.1,11575.9165,18.6,3360.3159,16.3,5252.8389,18.2,浙江省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201402,2005.1604,15.9,1233.1009,14.0,280.8835,18.7,491.176,19.3,浙江省
201403,4120.1636,16.1,2422.3841,15.0,636.8245,14.4,1060.955,20.1,浙江省
201404,5867.6789,16.7,3451.7878,15.2,916.7083,13.7,1499.1828,22.3,浙江省
201405,7917.209,16.8,4647.2548,15.5,1275.7956,16.7,1994.1586,20.1,浙江省
201406,10801.8453,17.0,6259.8003,16.6,1774.2071,17.5,2767.8379,17.6,浙江省
201407,12861.5339,16.9,7463.5515,17.3,2119.2177,15.5,3278.7647,16.9,浙江省
201408,14793.9074,16.4,8588.1407,17.3,2441.6201,14.8,3764.1466,15.6,浙江省
201409,17139.0612,16.0,9929.7701,16.9,2875.0559,16.4,4334.2352,14.0,浙江省
201410,19189.5018,15.8,11170.0836,17.3,3244.3821,15.9,4775.0361,12.3,浙江省
201411,21196.236,15.7,12252.6755,16.2,3552.2453,14.9,5391.3152,15.2,浙江省
201412,23554.7626,16.6,13684.181,16.9,3984.8777,18.9,5885.7039,14.6,浙江省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201502,2370.2342,18.2,1517.1339,23.0,294.9221,5.0,558.1782,13.6,浙江省
201503,4820.8993,17.0,2924.7378,20.7,689.4397,8.3,1206.7218,13.7,浙江省
201504,6708.3747,14.3,4006.4716,16.1,1003.3654,9.5,1698.5377,13.3,浙江省
201505,8971.5481,13.3,5343.5645,15.0,1350.2997,5.8,2277.6839,14.2,浙江省
201506,12134.1723,12.3,7254.3878,15.9,1849.2947,4.2,3030.4898,9.5,浙江省
201507,14266.0065,10.9,8465.5739,13.4,2208.191,4.2,3592.2416,9.6,浙江省
201508,16387.1466,10.8,9686.4339,12.8,2605.4317,6.7,4095.281,8.8,浙江省
201509,19061.6657,11.2,11366.4111,14.5,3126.0297,8.7,4569.2249,5.4,浙江省
201510,21471.808,11.9,12836.736,14.9,3611.0604,11.3,5024.0116,5.2,浙江省
201511,23958.4111,13.0,14402.0147,17.5,4102.2925,15.5,5454.1039,1.2,浙江省
201512,26664.7156,13.2,16105.5909,17.5,4576.78,13.3,5982.3447,3.0,浙江省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201602,2661.9063,12.3,1724.6691,13.7,394.0757,33.6,543.1615,-2.7,浙江省
201603,5423.9611,12.5,3341.6082,14.3,883.6521,28.2,1198.7008,-0.7,浙江省
201604,7553.4826,12.6,4637.8261,15.8,1239.2352,23.5,1676.4213,-1.3,浙江省
201605,10106.0677,12.6,6200.7963,16.0,1660.1688,22.9,2245.1026,-1.4,浙江省
201606,13659.0049,12.6,8365.6573,15.3,2291.6682,23.9,3001.6794,-1.0,浙江省
201607,15955.5728,11.8,9738.5531,15.0,2663.3072,20.6,3553.7125,-1.1,浙江省
201608,18258.963,11.4,11112.5626,14.7,3029.9596,16.3,4116.4408,0.5,浙江省
201609,21176.9040999999,11.1,12924.7175,13.7,3500.90219999999,12.0,4751.2844,4.0,浙江省
201610,23652.5662,10.2,14173.3899,10.4,3883.5265,7.5,5595.6498,11.4,浙江省
201611,26522.7697,10.7,15889.3773,10.3,4424.931,7.9,6208.4614,13.8,浙江省
201612,29571.0019,10.9,17849.8199,10.8,4939.436,7.9,6781.746,13.4,浙江省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201702,2917.2759,9.6,1808.512,4.9,388.6422,-1.4,720.1217,32.6,浙江省
201703,5949.2936,9.7,3529.2964,5.6,863.4006,-2.3,1556.5966,29.9,浙江省
201704,8253.9878,9.3,4809.3759,3.7,1221.2079,-1.5,2223.404,32.6,浙江省
201705,11045.5873,9.3,6408.0347,3.3,1709.8428,3.0,2927.7098,30.4,浙江省
201706,14935.3023,9.3,8715.8774,4.2,2387.9685,4.2,3831.4564,27.6,浙江省
