月份,房地产投资_累计值,房地产投资_累计增长,房地产住宅投资_累计值,房地产住宅投资_累计增长,地区
201510,654.4841,3.9,449.723,3.9,甘肃省
201511,721.0872,4.5,495.4108,4.4,甘肃省
201512,768.0627,6.5,526.56,6.1,甘肃省
201601,0.0,0.0,0.0,0.0,甘肃省
201602,19.7274,26.9,12.907,22.3,甘肃省
201603,68.2141,29.0,48.9972,31.9,甘肃省
201604,130.2626,25.3,91.7707,26.4,甘肃省
201605,222.641,18.7,152.6644,16.8,甘肃省
201606,350.4478,18.3,238.4714,16.3,甘肃省
201607,436.4285,15.4,294.8121,13.0,甘肃省
201608,525.6893,13.6,356.8169,11.7,甘肃省
201609,625.007299999999,10.9,420.9458,8.7,甘肃省
201610,725.8623,10.9,485.1397,7.9,甘肃省
201611,795.441,10.3,529.9832,7.0,甘肃省
201612,850.0344,10.7,563.7505,7.1,甘肃省
201701,0.0,0.0,0.0,0.0,甘肃省
201702,21.8238,10.6,13.8339,7.2,甘肃省
201703,73.0707,7.1,46.8011,-4.5,甘肃省
201704,140.5788,7.9,90.6315,-1.2,甘肃省
201705,260.3259,16.9,168.5923,10.4,甘肃省
201706,415.8982,18.7,264.9306,11.1,甘肃省
201707,520.5415,19.3,336.046,14.0,甘肃省
201708,625.9574,19.1,402.7591,12.9,甘肃省
201709,719.1959,15.1,462.1629,9.8,甘肃省
201710,818.5088,12.8,524.4689,8.1,甘肃省
201711,894.7262,12.5,570.4063,7.6,甘肃省
201712,944.5166,11.1,601.2544,6.7,甘肃省
201801,0.0,0.0,0.0,0.0,甘肃省
201802,28.9271,32.5,16.6025,20.0,甘肃省
201803,89.1043,21.9,52.107,11.3,甘肃省
201804,167.7348,19.3,98.9466,9.2,甘肃省
201805,267.6232,2.8,160.5365,-4.8,甘肃省
201806,461.2319,10.9,274.9015,3.8,甘肃省
201807,572.8707,10.1,343.8784,2.3,甘肃省
201808,696.8342,11.3,417.0749,3.6,甘肃省
201809,849.4885,18.1,506.5766,9.6,甘肃省
201810,965.8515,18.0,578.5904,10.3,甘肃省
201811,1054.7225,17.9,636.8535,11.6,甘肃省
201812,1116.3933,18.2,672.3474,11.8,甘肃省
200801,0.0,0.0,0.0,0.0,青海省
200802,0.0,0.0,0.0,0.0,青海省
200803,2.2136,29.6,1.9215,69.8,青海省
200804,6.856,27.2,5.4358,40.2,青海省
200805,11.7622,25.7,9.581,31.7,青海省
200806,19.2876,27.9,16.2724,33.2,青海省
200807,29.146,28.3,24.0777,32.4,青海省
200808,35.4056,29.5,29.5657,33.6,青海省
200809,39.6377,27.9,32.9454,29.7,青海省
200810,43.0977,33.3,35.9805,35.9,青海省
200811,49.18,49.0,41.55,53.4,青海省
200812,50.3842,47.3,42.6971,52.2,青海省
200901,0.0,0.0,0.0,0.0,青海省
200902,0.0,0.0,0.0,0.0,青海省
200903,3.2173,45.3,2.789,45.1,青海省
200904,9.92,44.8,7.47,37.4,青海省
200905,16.9031,43.7,13.5729,41.7,青海省
200906,28.31,46.8,23.72,45.8,青海省
200907,42.1611,44.7,35.2168,46.3,青海省
200908,53.42,50.9,42.99,45.4,青海省
200909,60.2797,52.1,47.966,45.6,青海省
200910,66.0839,53.3,51.3648,42.8,青海省
200911,72.2,46.8,54.83,32.0,青海省
200912,72.8499,42.3,55.4652,29.3,青海省
201001,0.0,0.0,0.0,0.0,青海省
201002,0.0,0.0,0.0,0.0,青海省
201003,3.8928,21.0,2.5078,-10.1,青海省
201004,12.7619,28.6,7.3211,-2.0,青海省
201005,24.03,42.2,14.38,6.0,青海省
201006,40.97,44.7,27.96,17.8,青海省
201007,62.4184,48.0,41.5223,17.9,青海省
201008,78.64,47.2,53.94,25.5,青海省
201009,89.1288,47.9,61.2609,27.7,青海省
201010,97.8536,48.1,65.9301,28.4,青海省
201011,104.5997,44.9,71.7043,30.8,青海省
201012,108.1887,48.5,75.2005,37.8,青海省
201101,0.0,0.0,0.0,0.0,青海省
201102,0.185,0.0,0.175,0.0,青海省
201103,4.981,28.0,2.6073,4.0,青海省
201104,17.2461,35.1,10.1587,38.8,青海省
201105,33.281,38.5,21.7754,51.4,青海省
201106,55.6176,35.7,32.8785,17.6,青海省
201107,84.3086,35.1,51.613,24.3,青海省
201108,107.6686,36.9,66.2888,22.9,青海省
201109,121.3325,36.1,75.1133,22.6,青海省
201110,133.7502,36.7,82.9052,25.7,青海省
201111,143.5418,37.2,89.295,24.5,青海省
201112,144.7702,33.8,90.199,19.9,青海省
201201,0.0,0.0,0.0,0.0,青海省
201202,0.0,0.0,0.0,0.0,青海省
201203,7.0996,42.5,4.6912,79.9,青海省
201204,22.3704,29.7,16.9441,66.8,青海省
201205,41.1701,23.7,31.1848,43.2,青海省
201206,65.7051,18.1,49.7298,51.3,青海省
201207,90.3511,7.2,69.7446,35.1,青海省
201208,112.9779,4.9,88.4477,33.4,青海省
201209,136.4158,12.4,101.6583,35.3,青海省
201210,171.003,27.9,126.7931,52.9,青海省
201211,185.9902,29.6,138.8866,55.5,青海省
201212,189.6795,31.1,141.1006,56.6,青海省
201301,0.0,0.0,0.0,0.0,青海省
201302,0.9696,0.0,0.4444,0.0,青海省
201303,13.9168,96.0,8.6334,84.0,青海省
201304,36.9627,65.2,22.5331,33.0,青海省
201305,60.9918,48.1,37.073,18.9,青海省
201306,85.6662,30.4,52.8871,6.3,青海省
201307,129.3621,43.2,80.7452,15.8,青海省
201308,156.6181,38.6,99.5134,12.5,青海省
201309,196.7843,44.3,126.4053,24.3,青海省
201310,226.9215,32.7,145.8119,15.0,青海省
201311,244.796,31.6,157.3763,13.3,青海省
201312,247.6138,30.5,159.7196,13.2,青海省
201401,0.0,0.0,0.0,0.0,青海省
201402,1.0621,9.5,0.5824,31.1,青海省
201403,17.0549,22.5,9.7686,13.1,青海省
201404,49.1839,33.1,29.6235,31.5,青海省
201405,79.2563,29.9,49.0386,32.3,青海省
201406,120.919,41.2,76.082,43.9,青海省
201407,164.1968,26.9,100.6052,24.6,青海省
201408,198.8194,26.9,120.0496,20.6,青海省
201409,229.3805,16.6,140.003,10.8,青海省
201410,272.3501,20.0,169.9077,16.5,青海省
201411,304.9747,24.6,189.996,20.7,青海省
201412,308.2702,24.5,190.6743,19.4,青海省
201501,0.0,0.0,0.0,0.0,青海省
201502,2.3023,116.8,1.67,186.7,青海省
201503,12.673,-25.7,7.3643,-24.6,青海省
201504,45.2642,-8.0,28.894,-2.5,青海省
201505,82.6315,4.3,53.5065,9.1,青海省
201506,130.564,8.0,79.56,4.6,青海省
201507,174.5603,6.3,104.8276,4.2,青海省
201508,211.9767,6.6,125.669,4.7,青海省
201509,248.1514,8.2,146.4521,4.6,青海省
201510,296.7696,9.0,179.9461,5.9,青海省
201511,335.3887,10.0,201.0572,5.8,青海省
201512,335.9998,9.0,201.3766,5.6,青海省
201601,0.0,0.0,0.0,0.0,青海省
201602,2.6115,13.4,1.7736,6.2,青海省
201603,14.429,13.9,7.0603,-4.1,青海省
201604,50.5359,11.6,24.2117,-16.2,青海省
201605,91.5809,10.8,47.9839,-10.3,青海省
201606,151.5778,16.1,84.2143,5.9,青海省
201607,203.1516,16.4,114.5805,9.3,青海省
201608,250.1621,18.0,145.1354,15.5,青海省
201609,294.3846,18.6,173.5182,18.5,青海省
201610,350.5511,18.1,203.355,13.0,青海省
201611,392.1064,16.9,224.6021,11.7,青海省
201612,396.9204,18.1,227.775,13.1,青海省
201701,0.0,0.0,0.0,0.0,青海省
201702,3.0671,17.4,2.0819,17.4,青海省
201703,14.9421,3.6,7.4117,5.0,青海省
201704,47.8716,-5.3,26.47,9.3,青海省
201705,82.0398,-10.4,45.5331,-5.1,青海省
201706,142.6113,-5.9,79.0663,-6.1,青海省
201707,196.1993,-3.4,105.1745,-8.2,青海省
201708,251.6887,0.6,133.8814,-7.8,青海省
201709,302.6116,2.8,159.2043,-8.2,青海省
201710,359.8707,2.7,188.8142,-7.2,青海省
201711,407.4946,3.9,215.0117,-4.3,青海省
201712,408.5865,2.9,213.664,-6.2,青海省
201801,0.0,0.0,0.0,0.0,青海省
201802,1.5579,-49.2,0.6607,-68.3,青海省
201803,18.7019,25.2,9.9639,34.4,青海省
201804,54.5746,14.0,33.9955,28.4,青海省
201805,99.4935,21.3,62.0176,36.2,青海省
201806,161.4395,13.2,95.7961,21.2,青海省
201807,213.3758,8.8,127.0469,20.8,青海省
201808,262.1819,4.2,158.4386,18.3,青海省
201809,272.1828,-10.1,164.8244,3.5,青海省
201810,310.6635,-13.7,190.8848,1.1,青海省
201811,344.3326,-15.5,211.0951,-1.8,青海省
201812,351.8188,-13.9,215.8873,1.0,青海省
200801,0.0,0.0,0.0,0.0,宁夏回族自治区
200802,0.1267,-5.0,0.0245,-80.0,宁夏回族自治区
200803,3.8186,47.9,2.8759,45.7,宁夏回族自治区
200804,13.1991,34.9,9.7715,27.7,宁夏回族自治区
200805,24.8102,31.6,17.9668,24.3,宁夏回族自治区
200806,38.5572,31.9,27.9145,28.2,宁夏回族自治区
200807,50.2236,28.5,36.6717,27.1,宁夏回族自治区
200808,65.2488,28.8,48.223,30.9,宁夏回族自治区
200809,79.3855,26.4,59.6954,32.7,宁夏回族自治区
200810,92.4519,26.8,69.5687,31.8,宁夏回族自治区
200811,106.34,27.1,79.41,31.7,宁夏回族自治区
200812,117.3963,26.1,87.5589,30.0,宁夏回族自治区
200901,0.0,0.0,0.0,0.0,宁夏回族自治区
200902,0.19,52.6,0.16,568.6,宁夏回族自治区
200903,6.0362,58.1,4.4869,56.0,宁夏回族自治区
200904,19.88,50.6,14.41,47.4,宁夏回族自治区
200905,36.0171,45.2,26.5011,47.5,宁夏回族自治区
200906,54.08,40.3,41.2,47.6,宁夏回族自治区
200907,71.3832,42.1,55.3574,51.0,宁夏回族自治区
200908,92.11,41.2,71.11,47.5,宁夏回族自治区
200909,114.7759,44.6,89.2008,49.4,宁夏回族自治区
200910,131.5952,42.3,101.9747,46.6,宁夏回族自治区
200911,149.76,40.8,116.23,46.4,宁夏回族自治区
200912,162.7417,38.4,126.0821,43.5,宁夏回族自治区
201001,0.0,0.0,0.0,0.0,宁夏回族自治区
201002,0.3054,58.0,0.1815,10.8,宁夏回族自治区
201003,9.3515,54.9,6.7304,50.0,宁夏回族自治区
201004,28.8442,45.1,21.1696,46.9,宁夏回族自治区
201005,54.34,50.9,40.52,52.9,宁夏回族自治区
201006,80.81,49.4,60.41,46.6,宁夏回族自治区
201007,106.5995,49.3,79.2586,43.2,宁夏回族自治区
201008,137.88,49.7,102.3,43.9,宁夏回族自治区
201009,174.6528,52.2,130.4014,46.2,宁夏回族自治区
201010,204.3567,55.3,152.1607,49.2,宁夏回族自治区
201011,234.23,56.4,172.9847,48.8,宁夏回族自治区
201012,254.3715,56.3,187.2939,48.5,宁夏回族自治区
201101,0.0,0.0,0.0,0.0,宁夏回族自治区
201102,0.4576,49.8,0.3783,108.4,宁夏回族自治区
201103,12.0756,29.1,8.706,29.4,宁夏回族自治区
201104,35.6316,23.5,25.9249,22.5,宁夏回族自治区
201105,67.2547,23.8,48.6859,20.2,宁夏回族自治区
201106,101.9749,26.2,73.4206,21.5,宁夏回族自治区
201107,137.392,28.9,99.7771,25.9,宁夏回族自治区
201108,179.4706,30.2,128.6086,25.7,宁夏回族自治区
201109,220.3855,26.2,158.6813,21.7,宁夏回族自治区
201110,262.2673,28.3,187.8216,23.4,宁夏回族自治区
201111,305.2025,30.3,217.6587,25.8,宁夏回族自治区
201112,330.5522,29.9,235.7992,25.9,宁夏回族自治区
201201,0.0,0.0,0.0,0.0,宁夏回族自治区
201202,0.9797,0.0,0.706,0.0,宁夏回族自治区
201203,20.7655,0.0,13.3775,0.0,宁夏回族自治区
201204,53.3366,49.7,35.207,35.8,宁夏回族自治区
201205,93.8585,39.6,60.1918,23.6,宁夏回族自治区
201206,142.1723,39.4,92.0992,25.4,宁夏回族自治区
201207,188.2168,37.0,123.1719,23.4,宁夏回族自治区
201208,235.7331,31.3,155.7146,21.1,宁夏回族自治区
201209,292.5451,32.7,192.8866,21.6,宁夏回族自治区
201210,343.9445,31.1,226.0104,20.3,宁夏回族自治区
201211,398.8263,30.7,259.9512,19.4,宁夏回族自治区
201212,429.1529,27.6,279.4871,16.7,宁夏回族自治区
201301,0.0,0.0,0.0,0.0,宁夏回族自治区
201302,1.5864,61.9,1.1471,62.5,宁夏回族自治区
201303,25.917,24.8,15.9785,19.4,宁夏回族自治区
201304,64.7698,21.4,41.2975,17.3,宁夏回族自治区
201305,116.1358,23.7,72.9622,21.2,宁夏回族自治区
201306,189.8222,33.5,115.0831,25.0,宁夏回族自治区
201307,257.6807,36.9,159.0873,29.2,宁夏回族自治区
201308,324.2614,37.6,201.1293,29.2,宁夏回族自治区
201309,399.6571,36.6,249.2614,29.2,宁夏回族自治区
201310,465.0777,35.2,289.6652,28.2,宁夏回族自治区
201311,530.8017,33.1,326.2514,25.5,宁夏回族自治区
201312,558.9682,30.2,340.265,21.7,宁夏回族自治区
201401,0.0,0.0,0.0,0.0,宁夏回族自治区
201402,2.8276,78.2,1.8363,60.1,宁夏回族自治区
201403,33.2155,28.2,19.0356,19.1,宁夏回族自治区
201404,83.73,29.3,50.6422,22.6,宁夏回族自治区
201405,144.9776,24.8,89.5872,22.8,宁夏回族自治区
201406,227.7313,20.0,140.0658,21.7,宁夏回族自治区
201407,304.9122,18.3,189.5754,19.2,宁夏回族自治区
201408,388.0244,19.7,241.3881,20.0,宁夏回族自治区
201409,479.4148,20.0,301.2671,20.9,宁夏回族自治区
201410,554.3346,19.2,347.9313,20.1,宁夏回族自治区
201411,618.8626,16.6,389.5867,19.4,宁夏回族自治区
201412,654.7995,17.1,411.5773,21.0,宁夏回族自治区
201501,0.0,0.0,0.0,0.0,宁夏回族自治区
201502,3.6092,27.6,2.4313,32.4,宁夏回族自治区
201503,38.9866,17.4,23.2655,22.2,宁夏回族自治区
201504,87.4507,4.4,52.6993,4.1,宁夏回族自治区
201505,141.806,-2.2,86.1767,-3.8,宁夏回族自治区
201506,211.326,-7.2,129.0971,-7.8,宁夏回族自治区
201507,288.7241,-5.3,175.3136,-7.5,宁夏回族自治区
201508,360.3279,-7.1,220.4807,-8.7,宁夏回族自治区
201509,423.0742,-11.8,261.6188,-13.2,宁夏回族自治区
201510,493.7245,-10.9,307.1208,-11.7,宁夏回族自治区
201511,574.5048,-7.2,357.2756,-8.3,宁夏回族自治区
201512,633.6378,-3.2,396.6814,-3.6,宁夏回族自治区
201601,0.0,0.0,0.0,0.0,宁夏回族自治区
201602,3.8284,6.1,2.0434,-16.0,宁夏回族自治区
201603,49.2384,26.3,29.078,25.0,宁夏回族自治区
201604,99.3961,13.7,57.1428,8.4,宁夏回族自治区
201605,163.3088,15.2,96.2652,11.7,宁夏回族自治区
201606,248.754,17.7,151.9769,17.7,宁夏回族自治区
201607,311.8191,8.0,193.6072,10.4,宁夏回族自治区
201608,428.1399,18.8,267.7185,21.4,宁夏回族自治区
201609,533.140499999999,26.0,326.7931,24.9,宁夏回族自治区
201610,607.3932,23.0,367.5281,19.7,宁夏回族自治区
201611,667.9954,16.3,403.9888,13.1,宁夏回族自治区
201612,728.1647,14.9,435.4115,9.8,宁夏回族自治区
201701,0.0,0.0,0.0,0.0,宁夏回族自治区
201702,6.4995,69.8,2.9859,46.1,宁夏回族自治区
201703,48.6753,-1.1,25.3592,-12.8,宁夏回族自治区
201704,96.9872,-2.4,52.2912,-8.5,宁夏回族自治区
201705,161.7075,-1.0,91.7119,-4.7,宁夏回族自治区
201706,254.3135,2.2,146.1749,-3.8,宁夏回族自治区
201707,314.7852,1.0,181.8284,-6.1,宁夏回族自治区
201708,400.4187,-6.5,230.1454,-14.0,宁夏回族自治区
201709,479.5547,-10.1,281.1371,-14.0,宁夏回族自治区
201710,548.4006,-9.7,323.6072,-12.0,宁夏回族自治区
201711,620.3763,-7.1,368.4075,-8.8,宁夏回族自治区
201712,652.8429,-10.3,387.7532,-10.9,宁夏回族自治区
201801,0.0,0.0,0.0,0.0,宁夏回族自治区
201802,5.7573,-11.4,1.9365,-35.1,宁夏回族自治区
201803,37.6625,-22.6,22.7331,-10.4,宁夏回族自治区
201804,86.8536,-10.4,58.5888,12.0,宁夏回族自治区
201805,127.8101,-21.0,85.7076,-6.5,宁夏回族自治区
201806,198.2141,-22.1,131.8106,-9.8,宁夏回族自治区
201807,245.1362,-22.1,162.6947,-10.5,宁夏回族自治区
201808,291.2991,-27.3,195.7697,-14.9,宁夏回族自治区
201809,342.3908,-28.6,229.2785,-18.4,宁夏回族自治区
201810,387.0303,-29.4,260.8503,-19.4,宁夏回族自治区
201811,430.1798,-30.7,285.894,-22.4,宁夏回族自治区
201812,449.5685,-31.1,300.4052,-22.5,宁夏回族自治区
200801,0.0,0.0,0.0,0.0,新疆维吾尔自治区
200802,1.2765,64.8,1.1219,129.2,新疆维吾尔自治区
200803,5.367,65.3,4.7427,106.9,新疆维吾尔自治区
200804,21.0126,73.2,18.4376,87.8,新疆维吾尔自治区
200805,44.0154,39.3,38.2635,49.8,新疆维吾尔自治区
200806,72.2218,36.8,61.8626,43.5,新疆维吾尔自治区
200807,106.3497,44.5,90.5125,49.1,新疆维吾尔自治区
200808,132.1155,40.3,112.0121,42.2,新疆维吾尔自治区
200809,159.3512,30.9,135.0785,33.2,新疆维吾尔自治区
200810,186.3746,32.5,158.0307,35.1,新疆维吾尔自治区
200811,206.03,32.3,174.2,35.7,新疆维吾尔自治区
200812,222.0546,31.9,186.7731,34.3,新疆维吾尔自治区
200901,0.0,0.0,0.0,0.0,新疆维吾尔自治区
200902,1.49,16.9,0.86,-23.5,新疆维吾尔自治区
200903,7.689,43.3,5.9093,24.6,新疆维吾尔自治区
200904,23.86,13.6,18.71,1.5,新疆维吾尔自治区
200905,43.7596,-0.6,35.5231,-7.2,新疆维吾尔自治区
200906,73.57,1.9,59.02,-4.6,新疆维吾尔自治区
200907,101.9456,-4.1,81.2342,-10.3,新疆维吾尔自治区
200908,129.73,-1.8,104.34,-6.9,新疆维吾尔自治区
200909,160.8876,1.0,130.2536,-3.6,新疆维吾尔自治区
200910,192.2262,3.1,154.3246,-2.3,新疆维吾尔自治区
200911,216.34,5.0,172.84,-0.8,新疆维吾尔自治区
200912,230.8405,1.0,184.0938,-5.0,新疆维吾尔自治区
201001,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201002,1.3179,-11.7,0.8396,-2.2,新疆维吾尔自治区
201003,9.8472,28.1,7.4062,25.3,新疆维吾尔自治区
201004,30.5982,28.2,23.4769,25.5,新疆维吾尔自治区
201005,60.89,39.1,48.0,35.1,新疆维吾尔自治区
201006,104.86,42.5,83.41,41.3,新疆维吾尔自治区
201007,146.0606,43.3,117.1106,44.2,新疆维吾尔自治区
201008,189.72,46.2,152.57,46.2,新疆维吾尔自治区
201009,236.7959,47.2,190.602,46.3,新疆维吾尔自治区
201010,284.3382,47.9,228.4702,48.0,新疆维吾尔自治区
201011,319.5646,47.7,257.6569,49.1,新疆维吾尔自治区
201012,344.9307,46.2,278.4255,47.9,新疆维吾尔自治区
201101,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201102,2.0052,52.2,1.519,80.9,新疆维吾尔自治区
201103,17.6669,79.4,14.213,91.9,新疆维吾尔自治区
201104,50.6186,65.4,40.4985,72.5,新疆维吾尔自治区
201105,105.8108,73.8,87.1793,81.6,新疆维吾尔自治区
201106,175.3446,67.2,144.2699,73.0,新疆维吾尔自治区
201107,239.6199,64.1,197.4557,68.6,新疆维吾尔自治区
201108,308.2987,62.5,250.9147,64.5,新疆维吾尔自治区
201109,381.4387,61.1,308.8801,62.1,新疆维吾尔自治区
201110,438.1713,54.1,354.9986,55.4,新疆维吾尔自治区
201111,494.3321,54.7,400.7533,55.5,新疆维吾尔自治区
201112,518.2561,49.0,417.932,48.4,新疆维吾尔自治区
201201,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201202,4.1617,107.5,3.1445,107.0,新疆维吾尔自治区
201203,17.2929,-2.1,12.3583,-13.0,新疆维吾尔自治区
201204,54.3499,7.4,39.3119,-2.9,新疆维吾尔自治区
201205,112.7343,6.5,79.641,-8.6,新疆维吾尔自治区
201206,179.7075,2.5,128.8887,-10.7,新疆维吾尔自治区
201207,244.7451,2.1,175.4372,-11.2,新疆维吾尔自治区
201208,330.4798,7.2,237.2939,-5.4,新疆维吾尔自治区
201209,411.2928,7.8,300.9767,-2.6,新疆维吾尔自治区
201210,481.0921,9.8,352.2453,-0.8,新疆维吾尔自治区
201211,570.1467,15.3,419.5265,4.7,新疆维吾尔自治区
201212,606.0939,17.4,444.2667,6.7,新疆维吾尔自治区
201301,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201302,6.1814,48.5,4.2767,36.0,新疆维吾尔自治区
201303,21.3179,23.3,13.0719,5.8,新疆维吾尔自治区
201304,72.8775,34.1,47.6432,21.2,新疆维吾尔自治区
201305,145.646,29.2,98.0919,23.2,新疆维吾尔自治区
201306,242.3398,34.9,165.6222,28.5,新疆维吾尔自治区
201307,352.8452,44.2,240.2699,37.0,新疆维吾尔自治区
201308,477.5381,44.5,323.1565,36.2,新疆维吾尔自治区
201309,597.8158,45.4,405.7224,34.8,新疆维吾尔自治区
201310,681.5624,41.7,461.3475,31.0,新疆维吾尔自治区
201311,789.1938,38.4,528.6866,26.0,新疆维吾尔自治区
201312,825.6855,36.2,555.6183,25.1,新疆维吾尔自治区
201401,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201402,7.2652,17.5,4.9666,16.1,新疆维吾尔自治区
201403,25.2742,18.6,16.6808,27.6,新疆维吾尔自治区
201404,87.3697,19.9,56.5366,18.7,新疆维吾尔自治区
201405,178.0479,22.2,116.8997,19.2,新疆维吾尔自治区
201406,308.8777,27.5,198.7384,20.0,新疆维吾尔自治区
201407,457.4699,29.7,286.4432,19.2,新疆维吾尔自治区
201408,589.7135,23.5,370.379,14.6,新疆维吾尔自治区
201409,736.4015,23.2,461.3634,13.7,新疆维吾尔自治区
201410,865.1419,26.9,540.6792,17.2,新疆维吾尔自治区
201411,973.6778,23.4,598.0932,13.1,新疆维吾尔自治区
201412,1014.8108,22.9,616.3046,10.9,新疆维吾尔自治区
201501,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201502,8.0791,11.2,4.7905,-3.5,新疆维吾尔自治区
201503,27.5988,9.2,15.752,-5.6,新疆维吾尔自治区
201504,93.0274,6.5,52.3579,-7.4,新疆维吾尔自治区
201505,198.4628,11.5,116.2125,-0.6,新疆维吾尔自治区
201506,335.6222,8.7,198.1237,-0.3,新疆维吾尔自治区
201507,474.422,3.7,277.3784,-3.2,新疆维吾尔自治区
201508,601.1377,1.9,354.5161,-4.3,新疆维吾尔自治区
201509,756.6047,2.7,449.8273,-2.5,新疆维吾尔自治区
201510,899.1256,3.9,541.1546,0.1,新疆维吾尔自治区
201511,970.3675,-0.3,587.3042,-1.8,新疆维吾尔自治区
201512,998.8751,-1.6,603.6606,-2.1,新疆维吾尔自治区
201601,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201602,11.6439,44.1,6.0409,26.1,新疆维吾尔自治区
201603,35.3118,27.9,18.2924,16.1,新疆维吾尔自治区
201604,103.4544,11.2,61.2515,17.0,新疆维吾尔自治区
201605,219.5877,10.6,128.8161,10.8,新疆维吾尔自治区
201606,333.554,-0.6,193.306,-2.4,新疆维吾尔自治区
201607,470.2237,-0.9,266.0298,-4.1,新疆维吾尔自治区
201608,598.3189,-0.5,338.7766,-4.4,新疆维吾尔自治区
201609,724.0027,-4.3,410.7229,-8.7,新疆维吾尔自治区
201610,822.2487,-8.6,463.2191,-14.4,新疆维吾尔自治区
201611,900.0717,-7.2,505.6541,-13.9,新疆维吾尔自治区
201612,923.4025,-7.6,518.8334,-14.1,新疆维吾尔自治区
201701,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201702,10.9169,-6.2,5.5514,-8.1,新疆维吾尔自治区
201703,41.4396,17.4,20.9826,14.7,新疆维吾尔自治区
201704,103.4739,0.0,53.2264,-13.1,新疆维吾尔自治区
201705,222.4084,1.3,120.6436,-6.3,新疆维吾尔自治区
201706,382.1262,14.6,215.8409,11.7,新疆维吾尔自治区
201707,520.7112,10.7,291.5764,9.6,新疆维吾尔自治区
201708,665.3259,11.2,370.521,9.4,新疆维吾尔自治区
201709,813.4298,12.4,461.1774,12.3,新疆维吾尔自治区
201710,949.0428,15.4,538.2325,16.2,新疆维吾尔自治区
201711,1025.0851,13.9,578.4896,14.4,新疆维吾尔自治区
201712,1037.8565,12.4,588.2476,13.4,新疆维吾尔自治区
201801,0.0,0.0,0.0,0.0,新疆维吾尔自治区
201802,13.2776,21.6,7.6511,37.8,新疆维吾尔自治区
201803,29.0122,-30.0,17.2939,-17.6,新疆维吾尔自治区
201804,70.1477,-32.2,44.2642,-16.8,新疆维吾尔自治区
201805,122.4753,-44.9,77.6069,-35.7,新疆维吾尔自治区
201806,243.4911,-36.3,147.416,-31.7,新疆维吾尔自治区
201807,380.4819,-26.9,222.5241,-23.7,新疆维吾尔自治区
201808,520.772,-21.7,311.0511,-16.1,新疆维吾尔自治区
201809,650.0051,-20.1,389.1916,-15.6,新疆维吾尔自治区
