月份,房地产施工面积_累计值,房地产施工面积_累计增长,房地产新开工施工面积_累计值,房地产新开工施工面积_累计增长,房地产竣工面积_累计值,房地产竣工面积_累计增长,地区
201001,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201002,17285.72,22.9,1568.78,83.7,717.66,13.0,广东省
201003,20267.05,20.7,2868.38,127.0,1319.81,28.3,广东省
201004,21582.13,20.3,3732.27,145.3,1654.28,29.9,广东省
201005,22887.76,21.5,4766.02,159.6,1958.88,25.3,广东省
201006,23955.9,22.4,5644.62,145.7,2241.78,22.0,广东省
201007,24870.5,23.7,6423.45,148.1,2578.42,15.3,广东省
201008,25656.3,22.8,7045.57,124.7,2819.28,11.1,广东省
201009,26641.76,22.2,7818.05,110.4,3135.92,8.6,广东省
201010,27308.4158,21.7,8410.1762,98.9,3451.2591,9.4,广东省
201011,27969.3295,20.8,8920.7563,76.1,3790.6778,11.9,广东省
201012,29217.5991,17.7,9892.982,52.7,5234.5859,3.4,广东省
201101,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201102,23166.7536,34.0,1839.9744,17.3,775.2217,8.0,广东省
201103,25677.4975,26.7,3351.5531,16.8,1217.3683,-7.8,广东省
201104,26912.5177,24.7,4367.3562,17.0,1599.697,-3.3,广东省
201105,28143.0973,23.0,5275.0006,10.7,1909.1205,-2.5,广东省
201106,29724.0627,24.1,6561.7039,16.2,2191.3185,-2.3,广东省
201107,30480.7172,22.6,7226.44,12.5,2524.5676,-2.1,广东省
201108,31306.0435,22.0,8008.3943,13.7,2813.2077,-0.2,广东省
201109,32366.7542,21.5,8948.0157,14.5,3139.8845,0.1,广东省
201110,33272.6243,21.8,9739.3816,15.8,3447.8367,-0.1,广东省
201111,34822.2196,24.5,10821.003,21.3,4069.8676,7.4,广东省
201112,36311.9385,23.9,11968.661,20.8,5800.5204,2.5,广东省
201201,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201202,28686.6006,23.8,1775.6191,-3.5,866.5866,11.8,广东省
201203,30112.9668,17.3,2974.1589,-11.3,1411.4599,15.9,广东省
201204,30984.889,15.1,3862.3525,-11.6,1715.0755,7.2,广东省
201205,32267.3694,14.7,4861.3525,-7.8,1998.7233,4.7,广东省
201206,33124.4237,11.4,5563.4849,-15.2,2326.809,6.2,广东省
201207,33824.2915,11.0,6393.4879,-11.5,2721.9087,7.8,广东省
201208,35302.8565,12.8,7397.2104,-7.6,3146.1812,11.8,广东省
201209,36017.9052,11.3,7997.8983,-10.6,3705.9591,18.0,广东省
201210,36556.9191,9.9,8429.1104,-13.5,4035.2644,17.0,广东省
201211,38130.6874,9.5,9766.407,-9.7,4623.679,13.6,广东省
201212,39296.2669,8.7,10615.7258,-11.6,6356.1201,3.5,广东省
201301,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201302,32575.3583,13.6,2044.6129,15.1,1192.8278,37.6,广东省
201303,34114.143,13.3,3232.6054,8.7,1671.1363,18.4,广东省
201304,35305.6408,13.9,4252.6656,10.1,1991.0732,16.1,广东省
201305,36739.6161,13.9,5496.5548,13.1,2288.1796,14.5,广东省
201306,38299.6228,15.6,6886.0939,23.8,2805.7837,20.6,广东省
201307,39615.5757,17.1,7762.3139,21.4,3208.3835,17.9,广东省
201308,41198.5588,16.7,9144.7527,23.6,3505.5204,11.4,广东省
201309,41915.0005,16.4,10367.0733,29.6,3743.3158,1.0,广东省
201310,42725.8954,16.9,10946.9572,29.9,4090.8882,1.4,广东省
201311,45036.065,18.1,12558.2175,28.6,4475.3753,-3.2,广东省
201312,46480.4659,18.3,14265.4768,34.4,6273.2984,-1.3,广东省
201401,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201402,39896.6103,22.5,1502.0769,-26.5,986.2199,-17.3,广东省
201403,40452.8551,18.6,2101.0808,-35.0,1417.2075,-15.2,广东省
201404,41394.7914,17.2,2904.791,-31.7,1854.8827,-6.8,广东省
201405,42828.8131,16.6,4070.7712,-25.9,2180.9969,-4.7,广东省
201406,44554.993,16.3,5307.8969,-22.9,2556.953,-8.9,广东省
201407,46099.6085,16.4,6627.7654,-14.6,2996.7632,-6.6,广东省
201408,47779.7536,16.0,8082.0906,-11.6,3296.2094,-6.0,广东省
201409,49281.6622,17.6,9334.7002,-10.0,3705.8748,-1.0,广东省
201410,50506.8561,18.2,10390.7555,-5.1,4126.4083,0.9,广东省
201411,52121.9715,15.7,11866.4882,-5.5,4772.5635,6.6,广东省
201412,53977.4681,16.1,13384.336,-6.2,7327.9861,16.8,广东省
201501,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201502,45649.6988,14.4,1631.5908,8.6,724.7038,-26.5,广东省
201503,46450.5774,14.8,2422.9093,15.3,1255.3192,-11.4,广东省
201504,47807.6995,15.5,3436.7991,18.3,1455.3964,-21.5,广东省
201505,48976.7279,14.4,4577.8797,12.5,1658.7648,-23.9,广东省
201506,50356.0049,13.0,5805.418,9.4,1922.3935,-24.8,广东省
201507,51402.8726,11.5,6699.9144,1.1,2198.3645,-26.6,广东省
201508,52315.6388,9.5,7723.4765,-4.4,2440.2663,-26.0,广东省
201509,54370.4433,10.3,9477.8743,1.5,2930.9171,-20.9,广东省
201510,55461.1192,9.8,10432.1992,0.4,3531.9202,-14.4,广东省
201511,56674.8726,8.7,11492.5551,-3.2,4080.3282,-14.5,广东省
201512,57941.8591,7.3,12676.7427,-5.3,6044.4277,-17.5,广东省
201601,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201602,50870.8512,11.4,1656.0587,1.5,1141.4803,57.5,广东省
201603,51841.3845,11.6,2685.8195,10.9,1583.6149,26.2,广东省
201604,53051.1851,11.0,3862.0319,12.4,1866.6675,28.3,广东省
201605,54294.2065,10.9,5132.8655,12.1,2171.4843,30.9,广东省
201606,56165.7479,11.5,6834.0585,17.7,2538.5284,32.1,广东省
201607,57206.7556,11.3,7972.4383,19.0,2746.6056,24.9,广东省
201608,58619.4035,12.0,9175.8751,18.8,2974.3944,21.9,广东省
201609,60057.1981,10.5,10730.2065,13.2,3531.0268,20.5,广东省
201610,61398.5681,10.7,12085.1143,15.8,3843.6656,8.8,广东省
201611,62661.302,10.6,13356.9609,16.2,4360.6661,6.9,广东省
201612,64233.8044,10.9,14847.5135,17.1,6593.7459,9.1,广东省
201701,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201702,57113.4448,12.3,1781.6798,7.6,1612.7455,41.3,广东省
201703,58196.1754,12.3,2839.9441,5.7,2273.1468,43.5,广东省
201704,59987.7318,13.1,4586.0208,18.7,2664.8715,42.8,广东省
201705,61829.3622,13.9,6271.1164,22.2,3053.9978,40.6,广东省
201706,63721.9577,13.5,8012.3571,17.2,3634.1845,43.2,广东省
201707,65238.5694,14.0,9400.8244,17.9,3957.8945,44.1,广东省
201708,66497.5349,13.4,10693.0538,16.5,4230.9187,42.2,广东省
201709,67951.5674,13.1,11978.5807,11.6,4492.1301,27.2,广东省
201710,69240.0027,12.8,13279.0121,9.9,5012.4877,30.4,广东省
201711,70629.5904,12.7,14557.6812,9.0,5967.8192,36.9,广东省
201712,72492.0992,12.9,16775.5507,13.0,8196.3364,24.3,广东省
201801,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201802,62594.4058,9.6,1982.0789,11.2,1849.0513,14.7,广东省
201803,63929.0206,9.9,3510.4779,23.6,2454.2406,8.0,广东省
201804,65729.6132,9.6,5117.5077,11.6,2720.3718,2.1,广东省
201805,67484.248,9.1,6824.6473,8.8,3187.4237,4.4,广东省
201806,69620.1457,9.3,9085.8976,13.4,3623.1568,-0.3,广东省
201807,71257.6738,9.2,10668.3013,13.5,4073.0696,2.9,广东省
201808,72957.8031,9.7,12266.5414,14.7,4346.7227,2.7,广东省
201809,74646.9533,9.9,13886.6746,15.9,4631.2498,3.1,广东省
201810,75919.4895,9.6,15100.9099,13.7,5017.3528,0.1,广东省
201811,77868.4344,10.2,17054.8642,17.2,5598.5081,-6.2,广东省
201812,79935.0586,10.3,19144.0767,14.1,7615.2492,-7.1,广东省
200801,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
200802,3991.54,41.8,395.69,24.2,94.96,35.6,广西壮族自治区
200803,4729.06,26.7,685.82,5.0,184.65,9.3,广西壮族自治区
200804,5024.97,25.2,815.19,1.7,261.37,7.4,广西壮族自治区
200805,5285.89,22.2,966.93,-0.1,359.43,12.1,广西壮族自治区
200806,5674.79,21.0,1284.19,10.3,434.57,8.7,广西壮族自治区
200807,5862.96,21.6,1443.66,16.1,480.04,2.2,广西壮族自治区
200808,5984.8,21.3,1549.41,17.4,539.09,3.2,广西壮族自治区
200809,6154.6,19.0,1674.99,14.7,609.2,-0.5,广西壮族自治区
200810,6295.07,18.3,1775.74,10.1,649.14,-7.1,广西壮族自治区
200811,6519.99,18.3,1953.7,11.6,725.4,-5.8,广西壮族自治区
200812,6933.34,15.0,2211.6,1.2,1206.09,-8.1,广西壮族自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
200902,3957.12,-0.9,318.32,-19.6,150.27,58.2,广西壮族自治区
200903,5123.15,8.3,607.4,-11.4,250.65,35.7,广西壮族自治区
200904,5448.37,8.4,715.48,-12.2,317.08,21.3,广西壮族自治区
200905,5813.07,10.0,912.11,-5.7,380.07,5.7,广西壮族自治区
200906,6314.72,11.3,1188.24,-7.5,431.94,-0.6,广西壮族自治区
200907,6555.58,11.8,1353.04,-6.3,506.32,5.5,广西壮族自治区
200908,6753.61,12.8,1471.09,-5.1,598.44,11.0,广西壮族自治区
200909,7117.21,15.6,1730.72,3.3,717.34,17.8,广西壮族自治区
200910,7480.91,18.8,1975.32,11.2,766.04,18.0,广西壮族自治区
200911,7850.37,20.4,2583.2,32.2,893.83,23.2,广西壮族自治区
200912,8346.07,21.4,3020.02,33.7,1441.63,15.0,广西壮族自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201002,7018.0,77.4,690.67,117.0,141.9,-5.6,广西壮族自治区
201003,7603.51,48.4,1300.7,114.1,309.53,23.5,广西壮族自治区
201004,8018.81,47.2,1640.0,129.2,424.65,33.9,广西壮族自治区
201005,8486.71,46.0,2003.37,119.6,503.62,32.5,广西壮族自治区
201006,9309.02,47.4,2550.9,114.7,573.12,32.7,广西壮族自治区
201007,10518.61,60.5,3401.27,151.4,647.5,27.9,广西壮族自治区
201008,10839.15,60.5,3714.48,152.5,745.09,24.5,广西壮族自治区
201009,11129.85,56.4,3924.35,126.7,805.51,12.3,广西壮族自治区
201010,11368.3615,52.0,4135.6309,109.4,866.7951,13.2,广西壮族自治区
201011,11691.3935,48.9,4377.9081,69.5,1012.0334,13.2,广西壮族自治区
201012,12050.6473,44.4,4750.5675,57.3,1564.3065,8.5,广西壮族自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201102,10642.95,51.7,584.1881,-15.4,260.4345,83.5,广西壮族自治区
201103,11057.0963,45.4,962.4157,-26.0,412.0168,33.1,广西壮族自治区
201104,11591.6545,44.6,1392.1487,-15.1,565.2624,33.1,广西壮族自治区
201105,12003.4562,41.4,1789.6934,-10.7,693.6815,37.7,广西壮族自治区
201106,12578.2805,35.1,2230.6171,-12.6,806.2454,40.7,广西壮族自治区
201107,12785.6459,21.6,2400.1943,-29.4,947.996,46.4,广西壮族自治区
201108,13053.1831,20.4,2611.309,-29.7,1111.2959,49.1,广西壮族自治区
201109,13298.4506,19.5,2875.4124,-26.7,1172.7209,45.6,广西壮族自治区
201110,13520.3313,18.9,3042.6418,-26.4,1319.769,52.3,广西壮族自治区
201111,14231.6136,21.7,3567.1194,-18.5,1460.352,44.3,广西壮族自治区
201112,14448.2289,19.9,3760.2194,-20.8,2183.9003,39.6,广西壮族自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201202,11975.563,12.5,743.2525,27.2,409.0298,57.1,广西壮族自治区
201203,12005.0547,8.6,1201.9631,24.9,848.897,106.0,广西壮族自治区
201204,12298.0675,6.1,1349.3044,-3.1,899.5488,59.1,广西壮族自治区
201205,12740.1757,6.1,1667.2725,-6.8,1005.8713,45.0,广西壮族自治区
201206,13370.2653,6.3,2107.5983,-5.5,1183.028,46.7,广西壮族自治区
201207,13539.2725,5.9,2223.2228,-7.4,1342.328,41.6,广西壮族自治区
201208,13890.1247,6.4,2555.5261,-2.1,1453.8535,30.8,广西壮族自治区
201209,13919.0471,4.7,2656.7739,-7.6,1574.9106,34.3,广西壮族自治区
201210,14095.4855,4.3,2850.2197,-6.3,1732.8651,31.3,广西壮族自治区
201211,14662.3578,3.0,3249.5299,-8.9,1853.6283,26.9,广西壮族自治区
201212,15018.4579,5.3,3741.8818,-6.3,2333.5803,1.3,广西壮族自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201302,12248.5835,2.3,710.5758,-4.4,425.9955,4.1,广西壮族自治区
201303,12733.1458,6.1,1093.3991,-9.0,622.6964,-26.6,广西壮族自治区
201304,13112.9816,6.6,1356.1071,0.5,644.7216,-28.3,广西壮族自治区
201305,13443.1595,5.5,1606.3116,-3.7,747.7764,-25.7,广西壮族自治区
201306,13921.1489,4.1,2060.8162,-2.2,876.422,-25.9,广西壮族自治区
201307,14053.5038,3.8,2255.2998,1.4,983.1373,-26.8,广西壮族自治区
201308,14336.2505,3.2,2418.6653,-5.4,1019.8623,-29.9,广西壮族自治区
201309,14548.5918,4.5,2570.3165,-3.3,1079.2302,-31.5,广西壮族自治区
201310,14965.6778,6.2,2876.3279,0.9,1127.2595,-34.9,广西壮族自治区
201311,15721.0413,7.2,3434.065,5.7,1275.2871,-31.2,广西壮族自治区
201312,16040.1719,6.8,3715.6659,-0.7,1712.6793,-26.6,广西壮族自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201402,12661.4028,3.4,623.3234,-12.3,443.4047,4.1,广西壮族自治区
201403,12971.3244,1.9,848.9648,-22.4,558.0838,-10.4,广西壮族自治区
201404,13282.6527,1.3,1052.8053,-22.4,662.8849,2.8,广西壮族自治区
201405,13754.7104,2.3,1442.9872,-10.2,745.834,-0.3,广西壮族自治区
201406,14217.5,2.1,1777.4606,-13.7,848.7314,-3.2,广西壮族自治区
201407,15108.9549,7.5,2336.4269,3.6,885.5843,-9.9,广西壮族自治区
201408,15750.2202,9.9,2808.5791,16.1,963.8424,-5.5,广西壮族自治区
201409,16027.4983,10.2,3073.1114,19.6,1081.0659,0.2,广西壮族自治区
201410,16575.7817,10.8,3423.2222,19.0,1266.6543,12.4,广西壮族自治区
201411,17160.5899,9.2,3828.7936,11.5,1462.853,14.7,广西壮族自治区
201412,17472.15,8.9,4138.4343,11.4,1865.9759,9.0,广西壮族自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201502,14564.4567,15.0,464.013,-25.6,303.5055,-31.6,广西壮族自治区
201503,15028.2028,15.9,662.1516,-22.0,407.7183,-26.9,广西壮族自治区
201504,15416.8776,16.1,870.3877,-17.3,456.8044,-31.1,广西壮族自治区
201505,15811.9539,15.0,1189.8734,-17.5,521.5119,-30.1,广西壮族自治区
201506,16243.2033,14.2,1489.3606,-16.2,660.6009,-22.2,广西壮族自治区
201507,16566.5884,9.6,1841.0051,-21.2,805.2595,-9.1,广西壮族自治区
201508,16926.9945,7.5,2145.601,-23.6,862.299,-10.5,广西壮族自治区
201509,17553.1694,9.5,2725.8273,-11.3,913.5969,-15.5,广西壮族自治区
201510,17872.8911,7.8,3093.4049,-9.6,988.0225,-22.0,广西壮族自治区
201511,18278.3204,6.5,3448.3,-9.9,1126.9242,-23.0,广西壮族自治区
201512,18608.3598,6.5,3850.0698,-7.0,1675.178,-10.2,广西壮族自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201602,16357.2416,12.3,304.3946,-34.4,376.6171,24.1,广西壮族自治区
201603,16757.6075,11.5,710.076,7.2,402.5691,-1.3,广西壮族自治区
201604,17464.6118,13.3,1197.5254,37.6,447.0166,-2.1,广西壮族自治区
201605,17766.4106,12.4,1452.5522,22.1,498.2122,-4.5,广西壮族自治区
201606,18074.8327,11.3,1740.5954,16.9,587.9522,-11.0,广西壮族自治区
201607,18618.4986,12.4,2284.2613,24.1,608.0724,-24.5,广西壮族自治区
201608,19038.2743,12.5,2703.8012,26.0,638.9537,-25.9,广西壮族自治区
201609,19365.3618,10.3,3030.0787,11.2,735.9824,-19.4,广西壮族自治区
201610,19842.0727,11.0,3508.3863,13.4,843.0771,-14.7,广西壮族自治区
201611,20491.5581,12.1,4157.8717,20.6,1093.6881,-2.9,广西壮族自治区
201612,21134.6488,13.6,4984.1834,29.5,1735.0513,3.6,广西壮族自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201702,18727.6899,14.5,653.0597,114.5,428.0697,13.7,广西壮族自治区
201703,18988.6034,13.3,1078.5425,51.9,564.3574,40.2,广西壮族自治区
201704,19394.0686,11.0,1428.9755,19.3,695.2133,55.5,广西壮族自治区
201705,19847.3215,11.7,1878.503,29.3,751.8432,50.9,广西壮族自治区
201706,20587.5074,13.9,2596.6626,49.2,882.8923,50.2,广西壮族自治区
201707,20956.895,12.6,2958.0013,29.5,985.7905,62.1,广西壮族自治区
201708,21212.7911,11.4,3208.9363,18.7,1060.411,66.0,广西壮族自治区
201709,21350.5087,10.3,3346.6539,10.4,1134.9681,54.2,广西壮族自治区
201710,21967.0745,10.7,3946.916,12.5,1235.3586,46.5,广西壮族自治区
201711,22343.9484,9.0,4378.847,5.3,1446.6185,32.3,广西壮族自治区
201712,22689.6159,7.4,4912.2086,-1.4,1856.2389,7.0,广西壮族自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201802,20227.9055,8.0,803.3082,23.0,487.2115,13.8,广西壮族自治区
201803,20669.6401,8.9,1264.5088,17.2,555.3464,-1.6,广西壮族自治区
201804,21263.9939,9.6,1774.8982,24.2,616.5178,-11.3,广西壮族自治区
201805,21848.1438,10.1,2373.7314,26.4,676.9619,-10.0,广西壮族自治区
201806,22614.5567,9.8,3104.1268,19.5,794.005,-10.1,广西壮族自治区
201807,22970.1434,9.6,3465.7049,17.2,965.7794,-2.0,广西壮族自治区
201808,23535.0919,10.9,4004.6521,24.8,1162.5275,9.6,广西壮族自治区
201809,23947.7025,12.2,4398.9308,31.4,1234.1684,8.7,广西壮族自治区
201810,24381.2241,11.0,4835.9935,22.5,1353.6138,9.6,广西壮族自治区
201811,24804.6512,11.0,5264.0648,20.2,1494.6182,3.3,广西壮族自治区
201812,25399.0153,11.9,6059.3001,23.4,2192.9397,18.1,广西壮族自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,海南省
200802,700.45,48.9,78.36,111.0,35.53,68.9,海南省
200803,836.6,21.5,161.93,135.8,45.5,20.9,海南省
200804,924.23,26.2,231.38,208.1,53.68,0.6,海南省
200805,992.98,28.5,277.07,196.0,102.43,82.5,海南省
200806,1030.43,26.8,307.87,146.7,104.49,62.7,海南省
200807,1101.11,29.9,336.16,132.3,121.87,30.5,海南省
200808,1174.41,34.5,363.75,122.0,127.07,2.4,海南省
200809,1213.37,30.2,396.01,102.3,138.88,-9.1,海南省
200810,1252.21,29.9,430.55,89.9,141.9,-12.8,海南省
200811,1314.59,22.6,478.98,70.4,151.03,-12.7,海南省
200812,1390.52,17.3,522.38,53.7,233.32,0.1,海南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,海南省
200902,768.86,9.8,80.57,2.8,30.8,-13.3,海南省
200903,1029.42,23.0,129.52,-20.0,64.02,40.7,海南省
200904,1225.93,32.6,229.12,-1.0,82.05,52.9,海南省
200905,1402.13,41.2,306.69,10.7,94.44,-7.8,海南省
200906,1513.41,46.9,392.11,27.4,122.97,17.7,海南省
200907,1602.69,45.6,468.1,39.2,143.83,18.0,海南省
200908,1631.16,38.9,482.77,32.7,165.2,30.0,海南省
200909,1691.28,39.4,531.09,34.1,176.27,26.9,海南省
200910,1761.79,40.7,582.05,35.2,187.24,32.0,海南省
200911,1829.46,39.2,667.7,39.4,210.88,39.6,海南省
200912,1992.78,32.8,804.99,35.4,368.51,19.3,海南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201002,1705.95,121.9,285.05,253.8,65.02,111.1,海南省
201003,1844.03,79.1,388.4,199.9,86.41,35.0,海南省
201004,1932.46,57.6,449.54,96.2,100.38,22.3,海南省
201005,2029.94,44.8,544.38,77.5,114.91,21.7,海南省
201006,2093.97,38.4,596.25,52.1,123.37,0.3,海南省
201007,2149.02,34.1,646.83,38.2,130.85,-9.0,海南省
201008,2224.97,36.4,705.15,46.1,156.47,-5.3,海南省
201009,2321.76,37.3,801.26,50.9,168.44,-4.4,海南省
201010,2482.2706,40.9,935.3294,60.7,202.2446,8.0,海南省
201011,2545.8444,39.2,1001.8017,50.0,234.0164,11.0,海南省
201012,2698.9639,35.6,1136.1165,40.7,451.0835,4.5,海南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201102,1824.9312,7.0,331.7268,16.4,90.028,38.5,海南省
201103,2267.9867,23.0,522.3894,34.5,98.5658,14.1,海南省
201104,2267.9867,17.4,522.3894,16.2,98.5658,-1.8,海南省
201105,2703.8532,33.2,861.5099,58.3,120.3081,4.7,海南省
201106,2826.1889,35.0,1034.2214,73.5,126.2821,2.4,海南省
201107,2924.7278,36.1,1111.8529,71.9,131.8727,0.8,海南省
201108,3104.2496,39.5,1223.4719,73.5,141.4101,-9.6,海南省
201109,3221.8068,38.8,1341.3118,67.4,202.284,20.1,海南省
201110,3336.5468,34.4,1445.8049,54.6,230.6121,14.0,海南省
201111,3509.1998,37.8,1558.5771,55.6,283.2893,21.1,海南省
201112,3659.8781,35.6,1649.189,45.2,375.9093,-38.3,海南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201202,3372.4259,84.8,270.5267,-18.4,15.3859,-82.9,海南省
201203,3542.025,56.2,460.6864,-11.8,123.8714,25.7,海南省
201204,3683.9405,62.4,558.8978,7.0,226.3798,129.7,海南省
201205,3922.875,45.1,749.3131,-13.0,258.0086,114.5,海南省
201206,4107.2614,45.3,910.0175,-12.0,273.6981,116.7,海南省
201207,4192.0958,43.3,967.166,-13.0,320.009,142.7,海南省
201208,4475.2312,44.2,1185.4765,-3.1,379.1264,168.1,海南省
201209,4589.6654,42.5,1268.971,-5.4,433.1475,114.1,海南省
201210,4661.2527,39.7,1312.4793,-9.2,460.601,99.7,海南省
201211,4972.9059,41.7,1543.9807,-0.9,535.7618,89.1,海南省
201212,5109.4929,41.5,1661.2856,2.0,856.4139,90.6,海南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201302,4206.219,24.7,283.5256,4.8,174.5692,0.0,海南省
201303,4318.8155,21.9,349.6792,-24.1,211.5271,70.8,海南省
201304,4589.8809,24.6,489.0884,-12.5,242.2161,7.0,海南省
201305,4766.2393,21.5,628.6142,-16.1,260.2,0.8,海南省
201306,5053.6728,23.0,841.7421,-7.5,316.2218,15.5,海南省
201307,5292.4481,26.2,1016.838,5.1,331.404,3.6,海南省
201308,5428.9129,21.3,1149.1349,-3.1,379.2604,0.0,海南省
201309,5691.5387,24.0,1311.7294,3.4,400.7647,-7.5,海南省
201310,5745.0781,23.3,1370.829,4.4,425.4933,-7.6,海南省
201311,6038.1644,21.4,1577.4048,2.2,472.1288,-11.9,海南省
201312,6173.0,20.8,1735.4194,4.5,609.3959,-28.8,海南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201402,5463.8519,29.9,208.0786,-26.6,151.6057,-13.2,海南省
201403,5772.9477,33.7,341.6171,-2.3,185.231,-12.4,海南省
201404,5825.5781,26.9,364.9091,-25.4,209.6643,-13.4,海南省
201405,5966.9215,25.2,472.2738,-24.9,221.88,-14.7,海南省
201406,6161.1872,21.9,569.6832,-32.3,266.5586,-15.7,海南省
201407,6326.4764,19.5,725.5311,-28.6,275.451,-16.9,海南省
201408,6701.1884,23.4,926.577,-19.4,772.2211,103.6,海南省
201409,6840.0985,20.2,1048.5556,-20.1,897.5661,124.0,海南省
201410,7121.3587,24.0,1134.5372,-17.2,947.3579,122.6,海南省
201411,7365.655,22.0,1374.148,-12.9,968.7155,105.2,海南省
201412,7557.1473,22.4,1583.64,-8.7,1203.8951,97.6,海南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201502,6384.789,16.9,130.7031,-37.2,197.4298,30.2,海南省
201503,6472.8501,12.1,209.4297,-38.7,235.8446,27.3,海南省
201504,6646.1812,14.1,360.231,-1.3,276.4904,31.9,海南省
201505,6863.6468,15.0,550.7037,16.6,282.5164,27.3,海南省
201506,7039.0978,14.2,685.4028,20.3,316.2507,18.6,海南省
201507,7268.3547,14.9,897.468,23.7,333.2227,21.0,海南省
201508,7327.6514,9.3,948.6782,2.4,375.5643,-51.4,海南省
201509,7885.7799,15.3,1213.061,15.7,456.341,-49.2,海南省
201510,8011.8171,12.5,1333.9329,17.6,565.5918,-40.3,海南省
201511,8198.269,11.3,1514.4525,10.2,768.1266,-20.7,海南省
201512,8316.9751,10.1,1644.7244,3.9,1068.5921,-11.2,海南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201602,7226.426,13.2,150.7045,15.3,215.6475,9.2,海南省
201603,7246.2812,11.9,209.3317,0.0,280.1206,18.8,海南省
201604,7372.4661,10.9,294.7148,-18.2,451.4707,63.3,海南省
201605,7558.4436,10.1,534.9026,-2.9,784.3703,177.6,海南省
201606,7658.6144,8.8,635.0734,-7.3,983.8571,211.1,海南省
201607,7799.5452,7.3,776.0042,-13.5,1019.0128,205.8,海南省
201608,7917.1177,8.0,893.5767,-5.8,1093.6337,191.2,海南省
201609,8222.4008,4.3,1198.8598,-1.2,1130.0462,147.6,海南省
201610,8312.4784,3.8,1290.8759,-3.2,1158.0189,104.7,海南省
201611,8534.3354,4.1,1536.735,1.5,1310.7844,70.6,海南省
201612,8936.7824,7.5,1976.1633,20.2,1674.609,56.7,海南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201702,7506.9035,3.9,270.3473,79.4,343.3843,59.2,海南省
201703,7681.641,6.0,436.9972,108.8,450.4114,60.8,海南省
201704,8017.6302,8.8,633.3335,114.9,650.955,44.2,海南省
201705,8268.5328,9.4,832.1383,55.6,679.8403,-13.3,海南省
201706,8449.6735,10.3,1013.279,59.6,773.5602,-21.4,海南省
201707,8617.4137,10.5,1181.6786,52.3,792.9636,-22.2,海南省
201708,8900.3904,12.4,1443.3389,61.5,921.0005,-15.8,海南省
201709,9066.6219,10.3,1609.5704,34.3,971.258,-14.1,海南省
201710,9225.8611,11.0,1757.484,36.1,1031.7141,-10.9,海南省
201711,9389.8704,10.0,1924.1466,25.2,1095.1922,-16.4,海南省
201712,9567.387,7.1,2109.7447,6.8,1267.1571,-24.3,海南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,海南省
