月份,商业营业用房施工面积_累计值,商业营业用房施工面积_累计增长,商业营业用房新开工施工面积_累计值,商业营业用房新开工施工面积_累计增长,商业营业用房竣工面积_累计值,商业营业用房竣工面积_累计增长,地区
201110,1198.9877,11.6,221.5889,-39.2,124.0251,71.8,广西壮族自治区
201111,1323.62,21.6,282.2062,-25.0,135.996,64.5,广西壮族自治区
201112,1342.4798,20.9,309.8398,-21.5,188.5758,54.7,广西壮族自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201202,1092.5752,11.9,55.565,44.9,32.8877,28.5,广西壮族自治区
201203,1072.6889,6.9,105.0668,85.1,73.8949,72.0,广西壮族自治区
201204,1084.806,3.7,109.5804,25.9,80.7391,41.4,广西壮族自治区
201205,1114.4235,0.6,133.4423,6.3,83.7574,34.4,广西壮族自治区
201206,1175.8148,1.6,173.4944,7.4,113.5715,60.5,广西壮族自治区
201207,1193.5847,2.8,188.435,3.8,137.2835,56.7,广西壮族自治区
201208,1262.4707,6.3,255.1713,30.7,142.6406,38.1,广西壮族自治区
201209,1289.9726,7.6,280.6271,34.2,148.9445,36.5,广西壮族自治区
201210,1319.8483,10.1,301.3176,36.0,157.3104,26.8,广西壮族自治区
201211,1368.911,3.4,335.7525,19.0,169.6746,24.8,广西壮族自治区
201212,1406.5234,8.9,376.3243,11.2,205.018,3.6,广西壮族自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201302,1161.3176,6.3,49.0746,-11.7,41.6464,26.6,广西壮族自治区
201303,1239.928,15.6,88.2175,-16.0,82.7,11.9,广西壮族自治区
201304,1262.3725,16.4,109.1988,-0.3,82.0362,1.6,广西壮族自治区
201305,1291.1565,15.9,139.077,4.2,87.7564,4.8,广西壮族自治区
201306,1311.5004,11.5,169.845,-2.1,98.837,-13.0,广西壮族自治区
201307,1334.0006,11.8,185.4052,-1.6,106.3339,-22.5,广西壮族自治区
201308,1356.6487,7.5,197.9053,-22.4,110.6444,-22.4,广西壮族自治区
201309,1376.3205,6.7,213.8688,-23.8,115.0336,-22.8,广西壮族自治区
201310,1420.221,7.6,246.8275,-18.1,118.8332,-24.5,广西壮族自治区
201311,1504.8088,9.9,302.8743,-9.8,132.2804,-22.0,广西壮族自治区
201312,1534.3974,9.1,331.0908,-12.0,175.4402,-14.4,广西壮族自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201402,1209.1908,4.1,49.6142,1.1,52.6901,26.5,广西壮族自治区
201403,1257.4118,1.4,67.1442,-23.9,60.9196,-26.3,广西壮族自治区
201404,1302.2908,3.2,90.5912,-17.0,76.7628,-6.4,广西壮族自治区
201405,1353.3439,4.8,157.5289,13.3,83.2274,-5.2,广西壮族自治区
201406,1457.2178,11.1,239.3511,40.9,88.6632,-10.3,广西壮族自治区
201407,1609.3632,20.6,325.1915,75.4,92.9895,-12.5,广西壮族自治区
201408,1704.8167,25.7,383.2175,93.6,105.5601,-4.6,广西壮族自治区
201409,1696.4982,23.3,409.6796,91.6,116.5965,1.4,广西壮族自治区
201410,1809.8623,27.4,481.4999,95.1,150.2198,26.4,广西壮族自治区
201411,1879.8184,24.9,530.6975,75.2,164.7038,24.5,广西壮族自治区
201412,1913.6343,24.7,580.1466,75.2,204.6326,16.6,广西壮族自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201502,1586.8986,31.2,45.2214,-8.9,37.4264,-29.0,广西壮族自治区
201503,1607.2847,27.8,62.2073,-7.4,42.3132,-30.5,广西壮族自治区
201504,1659.7733,27.5,88.4539,-2.4,46.2296,-39.8,广西壮族自治区
201505,1694.202,25.2,112.8195,-28.4,49.0728,-41.0,广西壮族自治区
201506,1770.851,21.5,166.6653,-30.4,60.1863,-32.1,广西壮族自治区
201507,1797.0446,11.7,190.5592,-41.4,75.5895,-18.7,广西壮族自治区
201508,1831.0303,7.4,218.9759,-42.9,77.6285,-26.5,广西壮族自治区
201509,1939.1997,14.3,302.5673,-26.1,81.2639,-30.3,广西壮族自治区
201510,2004.3753,10.7,354.9173,-26.3,85.0945,-43.4,广西壮族自治区
201511,2049.5724,9.0,389.7022,-26.6,94.1332,-42.8,广西壮族自治区
201512,2112.6577,10.4,455.2985,-21.5,145.157,-29.1,广西壮族自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201602,1878.9955,18.4,22.7328,-49.7,59.7394,59.6,广西壮族自治区
201603,1942.7143,20.9,77.6913,24.9,63.9904,51.2,广西壮族自治区
201604,2066.6735,24.5,149.0137,68.5,71.2578,54.1,广西壮族自治区
201605,2096.6994,23.8,175.802,55.8,81.1204,65.3,广西壮族自治区
201606,2133.8046,20.5,204.539,22.7,89.9999,49.5,广西壮族自治区
201607,2203.0329,22.6,272.9149,43.2,95.9145,26.9,广西壮族自治区
201608,2279.9008,24.5,357.5816,63.3,97.6919,25.8,广西壮族自治区
201609,2306.7774,19.0,384.7896,27.2,105.7753,30.2,广西壮族自治区
201610,2360.2965,17.8,432.9877,22.0,117.4071,38.0,广西壮族自治区
201611,2441.6856,19.1,509.9946,30.9,135.339,43.8,广西壮族自治区
201612,2454.8026,16.2,556.4673,22.2,189.136,30.3,广西壮族自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201702,2160.2503,15.0,85.674,276.9,26.8869,-55.0,广西壮族自治区
201703,2162.4279,11.3,128.7531,65.7,35.5882,-44.4,广西壮族自治区
201704,2202.816,6.6,163.5688,9.8,46.8977,-34.2,广西壮族自治区
201705,2249.3726,7.3,209.639,19.2,55.7783,-31.2,广西壮族自治区
201706,2358.4633,10.5,317.6844,55.3,71.7218,-20.3,广西壮族自治区
201707,2404.5223,9.1,360.2609,32.0,77.484,-19.2,广西壮族自治区
201708,2449.0166,7.4,400.9941,12.1,88.8944,-9.0,广西壮族自治区
201709,2462.6591,6.8,414.6198,7.8,92.7333,-12.3,广西壮族自治区
201710,2520.7654,6.8,467.4125,8.0,104.8186,-10.7,广西壮族自治区
201711,2568.1373,5.2,509.9562,0.0,122.4454,-9.5,广西壮族自治区
201712,2601.6479,6.0,574.1786,3.2,150.9595,-20.2,广西壮族自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201802,2369.9052,9.7,87.9373,2.6,50.3362,87.2,广西壮族自治区
201803,2419.0856,11.9,136.9293,6.4,55.0608,54.7,广西壮族自治区
201804,2468.631,12.1,180.9742,10.6,59.3247,26.5,广西壮族自治区
201805,2521.892,12.1,245.7449,17.2,66.9544,20.0,广西壮族自治区
201806,2588.9104,9.8,311.8091,-1.8,89.9681,25.4,广西壮族自治区
201807,2607.9638,8.5,335.705,-6.8,114.0833,47.2,广西壮族自治区
201808,2644.1504,8.0,371.3387,-7.4,160.0731,80.1,广西壮族自治区
201809,2680.2396,8.8,406.436,-2.0,178.4708,92.5,广西壮族自治区
201810,2707.5529,7.4,434.3272,-7.1,187.0796,78.5,广西壮族自治区
201811,2747.3272,7.0,478.2005,-6.2,207.0577,69.1,广西壮族自治区
201812,2733.6552,5.1,523.3592,-8.9,270.2396,79.0,广西壮族自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,海南省
200802,54.1,-5.8,1.36,-76.3,3.07,39.7,海南省
200803,61.1,-24.6,4.81,-43.7,3.76,-1.9,海南省
200804,64.12,-23.1,6.92,-20.0,5.31,-16.7,海南省
200805,65.99,-23.7,7.14,-24.9,7.43,16.6,海南省
200806,69.83,-21.4,9.89,-15.1,6.87,7.8,海南省
200807,76.37,-15.6,11.67,-8.4,9.82,34.0,海南省
200808,79.32,-13.1,12.7,-5.9,9.82,33.1,海南省
200809,80.64,-12.4,13.82,-3.6,9.82,30.8,海南省
200810,82.1,-11.2,14.63,-3.5,10.47,39.5,海南省
200811,93.46,-0.1,24.97,50.2,11.62,51.0,海南省
200812,100.93,0.5,27.65,28.7,17.05,28.6,海南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,海南省
200902,42.72,-21.0,7.09,420.1,0.27,-91.3,海南省
200903,59.9,-2.0,8.03,67.1,3.09,-17.8,海南省
200904,80.09,24.9,19.94,188.1,4.69,-11.6,海南省
200905,93.54,41.7,26.15,266.2,5.48,-26.3,海南省
200906,96.14,37.7,27.66,179.6,5.91,-14.0,海南省
200907,101.24,32.6,30.1,157.9,7.86,-20.0,海南省
200908,103.09,30.0,30.35,139.0,9.11,-7.2,海南省
200909,105.63,31.0,32.49,135.0,9.83,0.2,海南省
200910,108.23,31.8,34.91,138.6,9.9,-5.4,海南省
200911,113.73,21.7,40.6,62.6,9.98,-14.2,海南省
200912,124.53,13.7,48.83,61.0,15.5,-32.3,海南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201002,114.51,168.0,12.99,83.2,2.87,0.0,海南省
201003,117.09,95.5,17.83,122.0,3.55,14.9,海南省
201004,125.73,57.0,22.04,10.5,8.12,73.2,海南省
201005,129.68,38.6,25.64,-1.9,8.85,61.4,海南省
201006,135.29,40.7,30.78,11.3,9.15,54.8,海南省
201007,137.49,35.8,32.94,9.4,9.15,16.5,海南省
201008,138.17,34.0,33.48,10.3,11.1,21.9,海南省
201009,141.25,33.7,36.56,12.5,11.97,21.8,海南省
201010,148.3752,37.1,42.8699,22.8,13.3259,34.6,海南省
201011,152.259,33.9,48.6626,19.9,14.5044,45.4,海南省
201012,176.0159,40.0,66.629,32.5,31.1435,63.6,海南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201102,76.7191,-33.0,13.0054,0.1,7.8531,173.3,海南省
201103,102.8067,-12.2,27.5327,54.4,8.4855,139.1,海南省
201104,102.8067,-18.2,27.5327,24.9,8.4855,4.5,海南省
201105,124.9401,-3.7,51.0074,98.9,10.9744,24.0,海南省
201106,136.6347,1.0,61.6403,100.2,10.9744,19.9,海南省
201107,146.5088,6.6,70.2721,113.3,11.1072,21.4,海南省
201108,160.8109,16.4,74.2655,121.8,11.1922,0.8,海南省
201109,165.3741,17.1,79.2151,116.7,13.0772,9.2,海南省
201110,171.7485,15.8,82.4694,92.4,13.8876,4.2,海南省
201111,186.7669,22.7,88.1111,81.1,17.3914,19.9,海南省
201112,199.4215,10.2,92.1982,38.4,20.8342,-53.0,海南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201202,195.1644,154.4,33.6287,158.6,0.0378,-99.5,海南省
201203,223.9414,117.8,61.308,122.7,3.8042,-55.2,海南省
201204,232.884,126.5,66.839,142.8,9.7941,15.4,海南省
201205,239.3928,91.6,71.8019,40.8,12.0041,9.4,海南省
201206,253.0496,85.2,85.4717,38.7,12.7177,15.9,海南省
201207,264.4285,80.5,94.7153,34.8,21.9594,97.7,海南省
201208,279.4617,73.8,105.6861,42.3,30.8644,175.8,海南省
201209,291.7938,76.4,116.9365,47.6,42.2356,223.0,海南省
201210,294.232,71.3,119.3881,44.8,42.3832,205.2,海南省
201211,313.1377,67.7,130.7175,48.4,42.6908,145.5,海南省
201212,322.0588,62.4,137.2536,50.2,60.1455,109.5,海南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201302,273.9189,40.4,19.5341,-41.9,13.1833,0.0,海南省
201303,293.8921,31.2,23.6357,-61.4,18.1759,377.8,海南省
201304,303.9814,30.5,28.1915,-57.8,19.0458,94.5,海南省
201305,325.8595,36.1,37.9087,-47.2,21.6519,80.4,海南省
201306,337.0275,33.2,51.3485,-39.9,24.6018,93.4,海南省
201307,349.9104,32.3,59.1609,-37.5,25.1322,14.4,海南省
201308,364.3226,30.4,71.2188,-32.6,34.198,10.8,海南省
201309,378.826,29.8,85.5585,-26.8,36.0067,-14.7,海南省
201310,379.9127,29.1,86.5869,-27.5,36.3912,-14.1,海南省
201311,425.3839,35.8,119.3938,-8.7,38.4515,-9.9,海南省
201312,439.4414,36.4,134.7429,-1.8,42.8695,-28.7,海南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201402,399.7785,45.9,5.3147,-72.8,11.86,-10.0,海南省
201403,411.7097,40.1,12.4716,-47.2,10.2494,-43.6,海南省
201404,420.8333,38.4,21.0058,-25.5,10.7212,-43.7,海南省
201405,449.3249,37.9,42.6047,12.4,11.3671,-47.5,海南省
201406,468.92,39.1,53.1979,3.6,12.2523,-50.2,海南省
201407,476.538,36.2,67.006,13.3,12.3696,-50.8,海南省
201408,525.1767,44.2,93.0855,30.7,36.3674,6.3,海南省
201409,535.9851,41.5,101.7416,18.9,45.8507,27.3,海南省
201410,538.3966,41.7,104.9536,21.2,48.5995,33.5,海南省
201411,643.8589,51.4,215.2775,80.3,50.9429,32.5,海南省
201412,672.5798,53.1,233.9828,73.7,64.0179,49.3,海南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201502,613.0944,53.4,4.933,-7.2,4.0587,-65.8,海南省
201503,614.7927,49.3,6.7494,-45.9,5.1044,-50.2,海南省
201504,651.7824,54.9,28.1681,34.1,5.2177,-51.3,海南省
201505,678.8609,51.1,55.8792,31.2,6.1342,-46.0,海南省
201506,703.1128,49.9,75.0516,41.1,6.3022,-48.6,海南省
201507,714.1169,49.9,85.1456,27.1,6.813,-44.9,海南省
201508,719.5661,37.0,91.2493,-2.0,7.4545,-79.5,海南省
201509,754.3176,40.7,113.7349,11.8,14.9577,-67.4,海南省
201510,772.0452,43.4,132.2844,26.0,28.3888,-41.6,海南省
201511,786.0176,22.1,150.5855,-30.1,33.2219,-34.8,海南省
201512,783.2217,16.5,154.874,-33.8,70.7921,10.6,海南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201602,704.5541,14.9,13.7077,177.9,17.4899,330.9,海南省
201603,706.1739,14.9,15.2707,126.3,25.7589,404.6,海南省
201604,705.3984,8.2,17.4952,-37.9,26.1078,400.4,海南省
201605,746.1924,9.9,67.5511,20.9,41.3349,0.0,海南省
201606,758.2131,7.8,83.6205,11.4,50.197,0.0,海南省
201607,773.8501,8.4,99.2575,16.6,50.9338,0.0,海南省
201608,787.8314,9.5,109.1888,19.7,59.4105,0.0,海南省
201609,814.1468,7.9,134.1657,18.0,60.7487,306.1,海南省
201610,834.146,8.0,154.9309,17.1,63.4019,123.3,海南省
201611,913.2397,16.2,193.4324,28.5,79.3586,138.9,海南省
201612,968.4305,23.6,238.6113,54.1,106.1077,49.9,海南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201702,863.1987,22.5,19.6344,43.2,37.6327,115.2,海南省
201703,895.7232,26.8,49.9375,227.0,78.0024,202.8,海南省
201704,957.1037,35.7,57.8735,230.8,96.0209,267.8,海南省
201705,1005.7427,34.8,83.1675,23.1,96.962,134.6,海南省
201706,1033.2919,36.3,102.2744,22.3,101.5275,102.3,海南省
201707,1062.5099,37.3,131.1092,32.1,103.8651,103.9,海南省
201708,1103.6959,40.1,172.5948,58.1,131.6191,121.5,海南省
201709,1123.2246,38.0,192.1235,43.2,137.3734,126.1,海南省
201710,1135.5265,36.1,203.9398,31.6,138.4399,118.4,海南省
201711,1148.5006,25.8,217.1953,12.3,140.2303,76.7,海南省
201712,1165.8163,20.4,236.2888,-1.0,154.2601,45.4,海南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,海南省
201802,1019.0048,18.0,24.501,24.8,27.2384,-27.6,海南省
201803,1034.5993,15.5,42.16,-15.6,27.3584,-64.9,海南省
201804,1051.7468,9.9,56.4973,-2.4,31.3493,-67.4,海南省
201805,1058.3738,5.2,63.1243,-24.1,39.5544,-59.2,海南省
201806,1066.0331,3.2,70.3766,-31.2,46.0003,-54.7,海南省
201807,1070.5646,0.8,74.3121,-43.3,46.3164,-55.4,海南省
201808,1075.3943,-2.6,77.4534,-55.1,47.6926,-63.8,海南省
201809,1086.0555,-3.3,87.3209,-54.5,54.9506,-60.0,海南省
201810,1097.6744,-3.3,98.7538,-51.6,54.9626,-60.3,海南省
201811,1131.3677,-1.5,128.6151,-40.8,57.1438,-59.3,海南省
201812,1138.342,-2.4,144.2943,-38.9,87.72,-43.1,海南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
200802,766.37,8.6,78.32,69.2,13.65,-64.0,重庆市
200803,846.43,-0.5,105.31,54.1,29.8,-47.7,重庆市
200804,880.34,-3.1,122.19,34.6,40.61,-40.3,重庆市
200805,928.61,-2.9,143.93,22.9,48.53,-37.0,重庆市
200806,961.56,-4.1,168.95,19.0,55.25,-41.5,重庆市
200807,993.68,-4.5,194.45,19.1,62.98,-43.7,重庆市
200808,1005.81,-5.4,201.91,6.6,82.85,-35.4,重庆市
200809,1031.62,-8.3,219.38,0.7,86.88,-38.2,重庆市
200810,1056.78,-7.1,232.13,2.0,94.93,-37.6,重庆市
200811,1075.5,-8.4,253.42,5.3,112.27,-30.1,重庆市
200812,1248.64,-4.0,325.37,2.7,215.56,-20.3,重庆市
200901,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
200902,856.74,11.8,33.82,-56.8,48.86,257.8,重庆市
200903,908.96,7.4,52.13,-50.5,56.05,88.1,重庆市
200904,939.8,6.8,72.97,-40.3,69.59,71.4,重庆市
200905,1056.1,13.7,91.46,-36.5,77.13,58.9,重庆市
200906,1082.68,12.6,198.35,17.4,85.25,54.3,重庆市
200907,1097.5,10.4,215.57,10.9,90.91,44.3,重庆市
200908,1126.04,12.0,236.77,17.3,103.86,25.3,重庆市
200909,1147.97,11.3,255.15,16.3,110.4,27.1,重庆市
200910,1177.71,11.4,277.55,19.6,115.67,21.8,重庆市
200911,1201.64,11.7,306.57,21.0,132.14,17.7,重庆市
200912,1344.49,7.7,404.15,24.2,258.4,19.9,重庆市
201001,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201002,1096.15,27.9,152.67,351.5,46.54,-4.8,重庆市
201003,1139.01,25.3,99.05,90.0,68.69,22.6,重庆市
201004,1179.76,25.5,130.11,78.3,82.44,18.5,重庆市
201005,1198.84,13.5,147.17,60.9,89.61,16.2,重庆市
201006,1270.49,17.3,198.54,0.1,96.09,12.7,重庆市
201007,1301.85,18.6,226.74,5.2,103.73,14.1,重庆市
201008,1334.89,18.5,252.07,6.5,116.67,12.3,重庆市
201009,1359.9,18.5,275.93,8.1,120.46,9.1,重庆市
201010,1384.6568,17.6,295.9407,6.6,136.4829,18.0,重庆市
201011,1416.2121,17.9,322.0477,5.0,145.331,10.0,重庆市
201012,1549.7663,15.3,433.6765,7.3,229.4436,-11.2,重庆市
201101,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201102,1217.7346,11.1,109.0898,-28.5,69.6127,49.6,重庆市
201103,1303.3402,14.4,160.0879,61.6,101.4141,47.6,重庆市
201104,1363.037,15.5,189.7889,45.9,128.256,55.6,重庆市
201105,1684.9719,40.6,271.2876,84.3,142.5657,59.1,重庆市
201106,1563.7115,23.1,369.4596,86.1,152.5291,58.7,重庆市
201107,1611.295,23.8,424.0159,87.0,164.4216,58.5,重庆市
201108,1642.5414,23.0,453.5222,79.9,181.4168,55.5,重庆市
201109,1708.998,25.7,491.0251,78.0,189.3263,57.2,重庆市
201110,1796.2853,29.7,532.5537,80.0,214.0979,56.9,重庆市
201111,1866.3222,31.8,610.0168,89.4,236.7706,62.9,重庆市
201112,1956.2538,26.2,708.1229,63.3,298.793,30.2,重庆市
201201,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201202,1586.3398,30.3,71.1519,-34.8,33.674,-51.6,重庆市
201203,1518.8331,16.5,141.5484,-11.6,68.9693,-32.0,重庆市
201204,1573.4026,15.4,176.0724,-7.2,91.2439,-28.9,重庆市
201205,1604.7615,-4.8,215.6565,-20.5,104.878,-26.4,重庆市
201206,1629.0152,4.2,231.8106,-37.3,131.5951,-13.7,重庆市
201207,1693.8823,5.1,275.8805,-34.9,143.6734,-12.6,重庆市
201208,1775.5978,8.1,350.8995,-22.6,152.517,-15.9,重庆市
201209,1800.7466,5.4,373.2149,-24.0,163.7839,-13.5,重庆市
201210,1889.0968,5.2,430.1502,-19.2,220.0474,2.8,重庆市
201211,1983.8064,6.3,507.5955,-16.8,233.191,-1.5,重庆市
201212,2028.9004,3.7,539.0391,-23.9,282.2316,-5.5,重庆市
201301,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201302,1751.1317,10.4,182.4893,156.5,125.227,271.9,重庆市
201303,2032.5765,33.8,295.0692,108.5,155.2532,125.1,重庆市
201304,2113.4604,34.3,329.1743,87.0,171.8299,88.3,重庆市
201305,2625.7,63.6,365.6914,69.6,242.0569,130.8,重庆市
201306,2744.4834,68.5,464.3328,100.3,261.6357,98.8,重庆市
201307,2833.2153,67.3,537.2509,94.7,277.2554,93.0,重庆市
201308,2395.9091,34.9,568.0385,61.9,259.7556,70.3,重庆市
201309,2535.5465,40.8,692.4659,85.5,279.4502,70.6,重庆市
201310,2573.8727,36.2,723.0348,68.1,302.0247,37.3,重庆市
201311,2759.0544,39.1,833.2055,64.1,344.4537,47.7,重庆市
201312,2965.7174,46.2,1001.3212,85.8,456.0779,61.6,重庆市
201401,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201402,2451.6418,40.0,54.4084,-70.2,68.7816,-45.1,重庆市
201403,2497.4281,22.9,91.4639,-69.0,95.0397,-38.8,重庆市
201404,2631.3674,24.5,193.7253,-41.1,98.1235,-42.9,重庆市
201405,2674.997,1.9,229.2914,-37.3,115.5437,-52.3,重庆市
201406,2785.9305,1.5,332.8624,-28.3,132.0514,-49.5,重庆市
201407,2875.1645,1.5,417.8859,-22.2,149.9472,-45.9,重庆市
201408,2995.3663,25.0,468.0721,-17.6,159.4425,-38.6,重庆市
201409,3076.6419,21.3,548.7205,-20.8,177.9032,-36.3,重庆市
201410,3203.9406,24.5,640.8157,-11.4,193.9914,-35.8,重庆市
201411,3255.171,18.0,681.2774,-18.2,241.7752,-29.8,重庆市
201412,3316.6714,11.8,774.7256,-22.6,340.5934,-25.3,重庆市
201501,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201502,2860.9462,16.7,71.1011,30.7,83.6052,21.6,重庆市
201503,2913.3513,16.7,119.3709,30.5,102.9201,8.3,重庆市
201504,3053.2931,16.0,212.4047,9.6,125.6428,28.0,重庆市
201505,3187.4835,19.2,331.9349,44.8,143.7873,24.4,重庆市
201506,3289.2606,18.1,427.4639,28.4,187.0546,41.7,重庆市
201507,3380.0865,17.6,493.1053,18.0,205.5187,37.1,重庆市
201508,3443.901,15.0,545.6329,16.6,234.615,47.1,重庆市
201509,3717.2495,20.8,802.4321,46.2,267.7204,50.5,重庆市
201510,3773.8645,17.8,849.6145,32.6,417.0458,115.0,重庆市
201511,4012.2476,23.3,928.0674,36.2,480.7182,98.8,重庆市
201512,4111.4964,24.0,1037.723,33.9,606.0673,77.9,重庆市
201601,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201602,3407.2025,19.1,81.9913,15.3,66.182,-20.8,重庆市
201603,3456.2763,18.6,138.689,16.2,99.429,-3.4,重庆市
201604,3537.4036,15.9,221.8006,4.4,152.2645,21.2,重庆市
201605,3641.9115,14.3,328.4753,-1.0,174.6792,21.5,重庆市
201606,3757.1597,14.2,440.9311,3.2,382.4758,104.5,重庆市
201607,3803.4775,12.5,498.1866,1.0,441.9945,115.1,重庆市
201608,3844.1368,11.6,539.5309,-1.1,461.349,96.6,重庆市
201609,3936.5515,5.9,630.8134,-21.4,502.3192,87.6,重庆市
201610,4056.115,7.5,751.2279,-11.6,543.2266,30.3,重庆市
201611,4159.0896,3.7,851.3817,-8.3,561.5922,16.8,重庆市
201612,4193.6478,2.0,899.9371,-13.3,634.4571,4.7,重庆市
201701,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201702,3382.64,-0.7,89.2605,8.9,68.7295,3.8,重庆市
201703,3454.5882,0.0,143.1721,3.2,146.0777,46.9,重庆市
201704,3511.5094,-0.7,198.3259,-10.6,169.1874,11.1,重庆市
201705,3567.3733,-2.0,256.9357,-21.8,193.257,10.6,重庆市
201706,3664.0026,-2.5,352.5561,-20.0,255.0005,-33.3,重庆市
201707,3752.4902,-1.3,423.7213,-14.9,278.3662,-37.0,重庆市
201708,3812.7122,-0.8,478.6576,-11.3,305.0062,-33.9,重庆市
201709,3897.9373,-1.0,542.6052,-14.0,372.5096,-25.8,重庆市
201710,3944.8022,-2.7,599.2888,-20.2,416.756,-23.3,重庆市
201711,4033.4192,-3.0,696.4392,-18.2,605.6659,7.8,重庆市
201712,3988.0766,-4.9,768.1012,-14.6,724.4003,14.2,重庆市
201801,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201802,3234.5736,-4.4,88.9723,-0.3,80.0433,16.5,重庆市
201803,3313.2393,-4.1,169.109,18.1,96.452,-34.0,重庆市
201804,3435.9499,-2.2,288.0201,45.2,123.5127,-27.0,重庆市
201805,3494.3066,-2.0,348.4285,35.6,140.5108,-27.3,重庆市
201806,3543.8633,-3.3,378.5445,7.4,198.891,-22.0,重庆市
201807,3583.1821,-4.5,418.5875,-1.2,224.1459,-19.5,重庆市
201808,3635.8346,-4.6,481.5739,0.6,258.5022,-15.2,重庆市
201809,3694.0175,-5.2,533.0757,-1.8,283.4181,-23.9,重庆市
201810,3765.6436,-4.5,601.26,0.3,309.0841,-25.8,重庆市
201811,3827.1425,-5.1,670.4752,-3.7,370.1861,-38.9,重庆市
201812,3836.4441,-3.8,725.1856,-5.6,509.4786,-29.7,重庆市
200801,0.0,0.0,0.0,0.0,0.0,0.0,四川省
200802,730.84,-1.6,47.85,14.3,15.23,-49.3,四川省
200803,836.53,3.3,109.61,25.9,33.99,-7.5,四川省
200804,909.18,7.0,135.08,16.9,57.22,14.3,四川省
200805,935.51,3.0,152.5,6.5,70.43,-8.0,四川省
200806,1017.49,6.0,194.56,4.9,79.63,-22.2,四川省
200807,1048.2,5.9,205.19,-2.9,89.11,-24.9,四川省
200808,1072.1,5.4,227.49,-0.7,103.78,-22.8,四川省
200809,1088.73,4.0,243.87,-3.4,113.42,-25.2,四川省
200810,1134.45,3.3,262.89,-9.1,127.03,-24.9,四川省
200811,1157.86,1.8,280.96,-12.8,144.06,-25.2,四川省
200812,1192.99,0.0,306.5,-18.6,234.01,-29.7,四川省
200901,0.0,0.0,0.0,0.0,0.0,0.0,四川省
200902,790.52,8.2,41.77,-12.7,15.77,3.6,四川省
200903,887.74,6.1,73.71,-32.8,31.55,-7.2,四川省
200904,916.66,0.8,89.36,-33.8,52.88,-7.6,四川省
200905,948.48,1.4,120.06,-21.3,62.81,-10.8,四川省
200906,1027.16,1.0,151.54,-22.1,77.89,-2.2,四川省
200907,1060.98,1.2,175.29,-14.6,89.03,-0.1,四川省
200908,1110.25,3.6,200.62,-11.8,109.15,5.2,四川省
200909,1166.06,7.1,248.48,1.9,118.27,4.3,四川省
200910,1186.83,4.6,266.99,1.6,135.5,6.7,四川省
200911,1253.37,8.2,341.86,21.7,163.07,13.2,四川省
200912,1318.67,2.3,388.13,14.2,279.65,7.1,四川省
201001,0.0,0.0,0.0,0.0,0.0,0.0,四川省
201002,832.84,5.4,52.18,24.9,28.74,82.2,四川省
201003,1004.0,13.1,176.3,139.2,51.55,63.4,四川省
201004,1054.6,15.0,213.07,138.5,63.46,20.0,四川省
201005,1105.09,16.5,249.74,108.0,84.16,34.0,四川省
201006,1195.17,16.4,308.13,103.3,101.97,30.9,四川省
201007,1244.44,17.3,350.79,100.1,133.08,49.5,四川省
201008,1283.05,15.6,376.92,87.9,146.23,34.0,四川省
201009,1356.99,16.4,442.76,78.2,153.94,30.2,四川省
201010,1394.1891,17.5,475.9352,78.3,164.2551,21.2,四川省
201011,1478.7661,18.0,548.0449,60.3,184.1626,12.9,四川省
